"Step","kind-music-2 - mean_reward","kind-music-2 - mean_reward__MIN","kind-music-2 - mean_reward__MAX"
"204842","7.8","7.8","7.8"
"204973","7.9","7.9","7.9"
"205128","8.4","8.4","8.4"
"205277","9","9","9"
"205476","9","9","9"
"205597","9.3","9.3","9.3"
"205748","9.1","9.1","9.1"
"205857","9.3","9.3","9.3"
"205994","9.1","9.1","9.1"
"206161","11.2","11.2","11.2"
"206308","11.7","11.7","11.7"
"206439","11.5","11.5","11.5"
"206562","11.1","11.1","11.1"
"206715","11.4","11.4","11.4"
"206870","10.8","10.8","10.8"
"207009","11.1","11.1","11.1"
"207186","13.8","13.8","13.8"
"207307","13.7","13.7","13.7"
"207476","13.4","13.4","13.4"
"207653","11.1","11.1","11.1"
"207782","10.6","10.6","10.6"
"207871","9.9","9.9","9.9"
"208060","10.4","10.4","10.4"
"208213","10.2","10.2","10.2"
"208372","10.9","10.9","10.9"
"208511","11.1","11.1","11.1"
"208630","9.1","9.1","9.1"
"208807","9.7","9.7","9.7"
"208956","9.8","9.8","9.8"
"209107","10.7","10.7","10.7"
"209222","10.5","10.5","10.5"
"209407","12.6","12.6","12.6"
"209522","11.3","11.3","11.3"
"209675","11.1","11.1","11.1"
"209846","11.5","11.5","11.5"
"210001","10.6","10.6","10.6"
"210094","10.1","10.1","10.1"
"210263","11.2","11.2","11.2"
"210458","12.7","12.7","12.7"
"210643","13.3","13.3","13.3"
"210934","17.5","17.5","17.5"
"211091","16.3","16.3","16.3"
"211208","17","17","17"
"211375","17","17","17"
"211472","15.7","15.7","15.7"
"211583","15.7","15.7","15.7"
"211746","16.6","16.6","16.6"
"211921","15.5","15.5","15.5"
"212084","14.7","14.7","14.7"
"212193","13.4","13.4","13.4"
"212338","10.3","10.3","10.3"
"212475","10.4","10.4","10.4"
"212642","10.7","10.7","10.7"
"212813","12","12","12"
"212958","13.3","13.3","13.3"
"213127","14.4","14.4","14.4"
"213258","14.6","14.6","14.6"
"213385","14.5","14.5","14.5"
"213518","12.7","12.7","12.7"
"213631","12.3","12.3","12.3"
"213762","11.6","11.6","11.6"
"213891","11.1","11.1","11.1"
"214058","11.5","11.5","11.5"
"214179","10","10","10"
"214366","10.9","10.9","10.9"
"214465","9.7","9.7","9.7"
"214602","8.5","8.5","8.5"
"214733","8.5","8.5","8.5"
"214838","8.6","8.6","8.6"
"215009","9.7","9.7","9.7"
"215150","9.6","9.6","9.6"
"215353","11.5","11.5","11.5"
"215508","11.1","11.1","11.1"
"215639","11.2","11.2","11.2"
"215750","9.4","9.4","9.4"
"215847","9.3","9.3","9.3"
"215962","9.4","9.4","9.4"
"216141","12.1","12.1","12.1"
"216320","14","14","14"
"216441","13.3","13.3","13.3"
"216550","13","13","13"
"216775","14.6","14.6","14.6"
"216926","15","15","15"
"217089","15.4","15.4","15.4"
"217198","15.2","15.2","15.2"
"217461","16.8","16.8","16.8"
"217570","17.4","17.4","17.4"
"217685","14.3","14.3","14.3"
"217792","12.5","12.5","12.5"
"217899","12.2","12.2","12.2"
"218016","12.3","12.3","12.3"
"218205","12.6","12.6","12.6"
"218368","12.3","12.3","12.3"
"218497","11.7","11.7","11.7"
"218664","12.9","12.9","12.9"
"218799","12.1","12.1","12.1"
"218924","12","12","12"
"219051","11.9","11.9","11.9"
"219162","12.3","12.3","12.3"
"219289","12.9","12.9","12.9"
"219382","12.5","12.5","12.5"
"219643","13","13","13"
"219786","13.1","13.1","13.1"
"220033","15.3","15.3","15.3"
"220118","13.7","13.7","13.7"
"220273","14.1","14.1","14.1"
"220442","15.4","15.4","15.4"
"220559","15.7","15.7","15.7"
"220716","15.6","15.6","15.6"
"220869","15.4","15.4","15.4"
"221038","16.3","16.3","16.3"
"221131","11.6","11.6","11.6"
"221314","12","12","12"
"221419","9.5","9.5","9.5"
"221604","11.4","11.4","11.4"
"221713","10.7","10.7","10.7"
"221814","9","9","9"
"222013","10.5","10.5","10.5"
"222194","11.6","11.6","11.6"
"222365","11.9","11.9","11.9"
"222496","11.7","11.7","11.7"
"222621","11.8","11.8","11.8"
"222928","14.1","14.1","14.1"
"223165","15.6","15.6","15.6"
"223326","15","15","15"
"223479","15.8","15.8","15.8"
"223648","16.7","16.7","16.7"
"223777","15.2","15.2","15.2"
"224008","16.9","16.9","16.9"
"224179","17.8","17.8","17.8"
"224300","17.7","17.7","17.7"
"224587","20.5","20.5","20.5"
"224752","17.5","17.5","17.5"
"224935","18.3","18.3","18.3"
"225052","18","18","18"
"225161","17.3","17.3","17.3"
"225340","18","18","18"
"225557","21.8","21.8","21.8"
"225686","19","19","19"
"225897","22.1","22.1","22.1"
"226058","22.4","22.4","22.4"
"226177","19.6","19.6","19.6"
"226284","18.9","18.9","18.9"
"226459","18","18","18"
"226668","19.9","19.9","19.9"
"226837","19.9","19.9","19.9"
"227068","21.4","21.4","21.4"
"227187","17.3","17.3","17.3"
"227326","17.8","17.8","17.8"
"227469","13.4","13.4","13.4"
"227608","12.5","12.5","12.5"
"227763","12.1","12.1","12.1"
"227940","15.3","15.3","15.3"
"228105","14.7","14.7","14.7"
"228196","12.1","12.1","12.1"
"228343","12.1","12.1","12.1"
"228498","9.9","9.9","9.9"
"228633","9.9","9.9","9.9"
"228782","10.4","10.4","10.4"
"228923","10.2","10.2","10.2"
"229100","12.3","12.3","12.3"
"229243","12.9","12.9","12.9"
"229498","12.4","12.4","12.4"
"229649","11.8","11.8","11.8"
"229924","14.7","14.7","14.7"
"230107","15.5","15.5","15.5"
"230238","15","15","15"
"230375","15.6","15.6","15.6"
"230504","14.9","14.9","14.9"
"230611","14.9","14.9","14.9"
"230716","13","13","13"
"230921","14.9","14.9","14.9"
"231074","13.1","13.1","13.1"
"231209","12.9","12.9","12.9"
"231362","10.6","10.6","10.6"
"231467","9.3","9.3","9.3"
"231664","11.4","11.4","11.4"
"231801","10.6","10.6","10.6"
"231972","11.2","11.2","11.2"
"232149","13","13","13"
"232268","12.9","12.9","12.9"
"232477","14.9","14.9","14.9"
"232618","15","15","15"
"232837","17.7","17.7","17.7"
"233074","19","19","19"
"233233","19.5","19.5","19.5"
"233384","17.9","17.9","17.9"
"233599","19.5","19.5","19.5"
"233842","23.5","23.5","23.5"
"233973","21.7","21.7","21.7"
"234294","27","27","27"
"234583","26.7","26.7","26.7"
"234848","27","27","27"
"234973","24.7","24.7","24.7"
"235186","26.3","26.3","26.3"
"235391","29.2","29.2","29.2"
"235542","29.4","29.4","29.4"
"235717","29.8","29.8","29.8"
"235918","26.1","26.1","26.1"
"236189","29.7","29.7","29.7"
"236328","25.3","25.3","25.3"
"236429","21.7","21.7","21.7"
"236594","21.2","21.2","21.2"
"236803","22.4","22.4","22.4"
"236942","19.5","19.5","19.5"
"237081","16.8","16.8","16.8"
"237310","17","17","17"
"237453","15.7","15.7","15.7"
"237574","14.7","14.7","14.7"
"237739","11.3","11.3","11.3"
"237906","12","12","12"
"238099","12.3","12.3","12.3"
"238304","14.2","14.2","14.2"
"238489","13","13","13"
"238608","12.4","12.4","12.4"
"238787","13.4","13.4","13.4"
"238918","13","13","13"
"239079","13.4","13.4","13.4"
"239252","15.3","15.3","15.3"
"239437","15.4","15.4","15.4"
"239550","14.1","14.1","14.1"
"239677","14.1","14.1","14.1"
"239850","13.2","13.2","13.2"
"239985","13.6","13.6","13.6"
"240138","14","14","14"
"240475","16.9","16.9","16.9"
"240608","16.7","16.7","16.7"
"240783","16.6","16.6","16.6"
"240938","15.1","15.1","15.1"
"241095","15.2","15.2","15.2"
"241288","17.1","17.1","17.1"
"241493","16.9","16.9","16.9"
"241650","16.8","16.8","16.8"
"241765","16.2","16.2","16.2"
"241942","16.9","16.9","16.9"
"242231","14.9","14.9","14.9"
"242342","14.6","14.6","14.6"
"242481","14.1","14.1","14.1"
"242620","14","14","14"
"242875","19.5","19.5","19.5"
"243110","19.6","19.6","19.6"
"243251","19.5","19.5","19.5"
"243400","18.4","18.4","18.4"
"243547","18.5","18.5","18.5"
"243664","17.8","17.8","17.8"
"243861","17.6","17.6","17.6"
"244134","19.9","19.9","19.9"
"244525","22.2","22.2","22.2"
"244728","22","22","22"
"244883","17.1","17.1","17.1"
"244990","15","15","15"
"245163","17","17","17"
"245368","19.6","19.6","19.6"
"245499","20.1","20.1","20.1"
"245664","21.3","21.3","21.3"
"245775","19.1","19.1","19.1"
"245912","16.9","16.9","16.9"
"246061","14.4","14.4","14.4"
"246312","15.2","15.2","15.2"
"246473","15.5","15.5","15.5"
"246772","17","17","17"
"246955","16.6","16.6","16.6"
"247052","13.4","13.4","13.4"
"247225","14.1","14.1","14.1"
"247444","14.9","14.9","14.9"
"247555","15.1","15.1","15.1"
"247656","14.8","14.8","14.8"
"247801","14.6","14.6","14.6"
"247976","14.5","14.5","14.5"
"248195","14.9","14.9","14.9"
"248422","15","15","15"
"248551","13.6","13.6","13.6"
"248762","18.7","18.7","18.7"
"248909","16.8","16.8","16.8"
"249014","14.5","14.5","14.5"
"249247","20","20","20"
"249398","21","21","21"
"249661","25.9","25.9","25.9"
"249888","27.1","27.1","27.1"
"250029","25.8","25.8","25.8"
"250188","25","25","25"
"250295","24.8","24.8","24.8"
"250522","22.3","22.3","22.3"
"250665","23.8","23.8","23.8"
"250800","24.2","24.2","24.2"
"250965","20","20","20"
"251100","19.5","19.5","19.5"
"251215","14.7","14.7","14.7"
"251406","12.6","12.6","12.6"
"251561","12.6","12.6","12.6"
"251800","16.7","16.7","16.7"
"251921","16.7","16.7","16.7"
"252030","14","14","14"
"252131","12.8","12.8","12.8"
"252288","13.6","13.6","13.6"
"252445","13.1","13.1","13.1"
"252638","13.7","13.7","13.7"
"252805","14.7","14.7","14.7"
"252964","14.6","14.6","14.6"
"253079","14.2","14.2","14.2"
"253236","9.2","9.2","9.2"
"253449","10","10","10"
"253560","10.4","10.4","10.4"
"253759","11.1","11.1","11.1"
"253922","11.2","11.2","11.2"
"254049","10.4","10.4","10.4"
"254348","15","15","15"
"254601","16.9","16.9","16.9"
"254718","17.1","17.1","17.1"
"254845","17","17","17"
"255048","17.5","17.5","17.5"
"255153","16.4","16.4","16.4"
"255322","17","17","17"
"255565","21","21","21"
"255804","24.7","24.7","24.7"
"255893","24.3","24.3","24.3"
"256080","20.5","20.5","20.5"
"256277","18","18","18"
"256468","18.7","18.7","18.7"
"256595","18.8","18.8","18.8"
"256816","21.6","21.6","21.6"
"256915","21.7","21.7","21.7"
"257140","21.7","21.7","21.7"
"257277","17.7","17.7","17.7"
"257496","14.6","14.6","14.6"
"257595","14.7","14.7","14.7"
"257772","15","15","15"
"257887","14.8","14.8","14.8"
"258114","17.3","17.3","17.3"
"258287","18","18","18"
"258428","15.2","15.2","15.2"
"258585","15.8","15.8","15.8"
"258696","15.2","15.2","15.2"
"258865","16.6","16.6","16.6"
"259046","16.3","16.3","16.3"
"259249","18.3","18.3","18.3"
"259396","17.1","17.1","17.1"
"259615","18.1","18.1","18.1"
"259718","14.4","14.4","14.4"
"259863","14.5","14.5","14.5"
"260110","14.7","14.7","14.7"
"260249","14.8","14.8","14.8"
"260574","17","17","17"
"260709","15.7","15.7","15.7"
"260964","16.7","16.7","16.7"
"261139","16.1","16.1","16.1"
"261372","19.7","19.7","19.7"
"261481","18.5","18.5","18.5"
"261610","18.9","18.9","18.9"
"261753","18.3","18.3","18.3"
"261902","18.6","18.6","18.6"
"262071","20.5","20.5","20.5"
"262238","18.9","18.9","18.9"
"262327","18","18","18"
"262484","16","16","16"
"262619","14.6","14.6","14.6"
"262738","10.3","10.3","10.3"
"262925","10.1","10.1","10.1"
"263084","10.8","10.8","10.8"
"263203","10.7","10.7","10.7"
"263318","10","10","10"
"263563","9.9","9.9","9.9"
"263658","8.7","8.7","8.7"
"263757","8.8","8.8","8.8"
"263880","8.2","8.2","8.2"
"264003","8.8","8.8","8.8"
"264292","13.8","13.8","13.8"
"264485","15.6","15.6","15.6"
"264758","21","21","21"
"264891","21.5","21.5","21.5"
"265066","22.1","22.1","22.1"
"265191","19.7","19.7","19.7"
"265368","20.8","20.8","20.8"
"265597","25.3","25.3","25.3"
"265724","25.4","25.4","25.4"
"265915","28.3","28.3","28.3"
"266078","24.8","24.8","24.8"
"266249","25.4","25.4","25.4"
"266480","18.7","18.7","18.7"
"266619","17.7","17.7","17.7"
"266762","17.3","17.3","17.3"
"267095","22.4","22.4","22.4"
"267216","22.1","22.1","22.1"
"267499","25.9","25.9","25.9"
"267718","27.2","27.2","27.2"
"267807","23.7","23.7","23.7"
"268000","23.9","23.9","23.9"
"268117","21.7","21.7","21.7"
"268302","23.2","23.2","23.2"
"268441","24.2","24.2","24.2"
"268572","24.4","24.4","24.4"
"268685","19.6","19.6","19.6"
"268858","20.4","20.4","20.4"
"269029","13.6","13.6","13.6"
"269162","12.6","12.6","12.6"
"269393","18.3","18.3","18.3"
"269572","17.7","17.7","17.7"
"269723","18.8","18.8","18.8"
"269902","18.3","18.3","18.3"
"270021","18","18","18"
"270216","19.2","19.2","19.2"
"270413","20","20","20"
"270626","20.6","20.6","20.6"
"270747","19.7","19.7","19.7"
"270904","20.6","20.6","20.6"
"271079","15.9","15.9","15.9"
"271228","15.4","15.4","15.4"
"271471","16","16","16"
"271716","18.7","18.7","18.7"
"271911","18.9","18.9","18.9"
"272090","18.5","18.5","18.5"
"272299","19.2","19.2","19.2"
"272550","19.3","19.3","19.3"
"272661","18.9","18.9","18.9"
"272878","22.2","22.2","22.2"
"272989","21.6","21.6","21.6"
"273248","22.6","22.6","22.6"
"273437","21.6","21.6","21.6"
"273644","20.8","20.8","20.8"
"273843","22.9","22.9","22.9"
"273990","22.1","22.1","22.1"
"274165","22.4","22.4","22.4"
"274316","21.4","21.4","21.4"
"274521","22.9","22.9","22.9"
"274770","19.8","19.8","19.8"
"275041","22.7","22.7","22.7"
"275202","22.3","22.3","22.3"
"275347","22","22","22"
"275454","19","19","19"
"275593","17.1","17.1","17.1"
"275798","17.6","17.6","17.6"
"275999","19.1","19.1","19.1"
"276096","18.2","18.2","18.2"
"276315","19.3","19.3","19.3"
"276528","19.4","19.4","19.4"
"276623","16.2","16.2","16.2"
"276792","16.1","16.1","16.1"
"277075","20.5","20.5","20.5"
"277208","21.5","21.5","21.5"
"277431","24.3","24.3","24.3"
"277604","23.8","23.8","23.8"
"277775","22.4","22.4","22.4"
"277956","23.2","23.2","23.2"
"278139","21.2","21.2","21.2"
"278402","21.9","21.9","21.9"
"278577","23","23","23"
"278732","21.6","21.6","21.6"
"278969","22.1","22.1","22.1"
"279126","22.6","22.6","22.6"
"279315","22.1","22.1","22.1"
"279470","22.1","22.1","22.1"
"279617","21","21","21"
"279784","23","23","23"
"279881","22.4","22.4","22.4"
"279988","20.2","20.2","20.2"
"280113","19.7","19.7","19.7"
"280266","20.5","20.5","20.5"
"280399","15.7","15.7","15.7"
"280644","16.6","16.6","16.6"
"280857","14.5","14.5","14.5"
"281080","16.3","16.3","16.3"
"281355","18.9","18.9","18.9"
"281660","18.3","18.3","18.3"
"281845","19.1","19.1","19.1"
"282042","19.9","19.9","19.9"
"282213","20.7","20.7","20.7"
"282406","21.2","21.2","21.2"
"282515","20.7","20.7","20.7"
"282692","19.4","19.4","19.4"
"282797","18.3","18.3","18.3"
"282904","15.5","15.5","15.5"
"283119","13.8","13.8","13.8"
"283384","15.5","15.5","15.5"
"283599","17.1","17.1","17.1"
"283744","16.5","16.5","16.5"
"284033","18.4","18.4","18.4"
"284160","17.6","17.6","17.6"
"284431","22.6","22.6","22.6"
"284686","28.8","28.8","28.8"
"284933","31","31","31"
"285114","33","33","33"
"285341","32.9","32.9","32.9"
"285434","28.9","28.9","28.9"
"285587","27.5","27.5","27.5"
"285734","28.1","28.1","28.1"
"285917","27.5","27.5","27.5"
"286088","29.1","29.1","29.1"
"286283","26","26","26"
"286482","21.5","21.5","21.5"
"286671","22","22","22"
"286884","20.8","20.8","20.8"
"286973","18.6","18.6","18.6"
"287122","19.4","19.4","19.4"
"287383","20.5","20.5","20.5"
"287548","20.6","20.6","20.6"
"287729","18.5","18.5","18.5"
"287840","16.3","16.3","16.3"
"288081","16.9","16.9","16.9"
"288224","14.8","14.8","14.8"
"288335","12.4","12.4","12.4"
"288492","12.9","12.9","12.9"
"288667","13.2","13.2","13.2"
"288782","12.2","12.2","12.2"
"288941","10.8","10.8","10.8"
"289130","10.2","10.2","10.2"
"289353","13","13","13"
"289558","15.2","15.2","15.2"
"289725","13.7","13.7","13.7"
"289946","14.2","14.2","14.2"
"290069","14.3","14.3","14.3"
"290296","15.3","15.3","15.3"
"290491","15.8","15.8","15.8"
"290690","17.3","17.3","17.3"
"290829","17.3","17.3","17.3"
"290976","17.4","17.4","17.4"
"291287","18.1","18.1","18.1"
"291406","16.1","16.1","16.1"
"291567","15.6","15.6","15.6"
"291792","16.5","16.5","16.5"
"292035","17.2","17.2","17.2"
"292162","15.7","15.7","15.7"
"292397","18.7","18.7","18.7"
"292668","18.6","18.6","18.6"
"292915","19.5","19.5","19.5"
"293034","18.8","18.8","18.8"
"293277","20.7","20.7","20.7"
"293494","22.5","22.5","22.5"
"293683","23.2","23.2","23.2"
"293860","21.4","21.4","21.4"
"294037","20.3","20.3","20.3"
"294248","21.6","21.6","21.6"
"294425","18.2","18.2","18.2"
"294560","17.7","17.7","17.7"
"294769","19.1","19.1","19.1"
"294956","20.1","20.1","20.1"
"295125","15","15","15"
"295280","14.3","14.3","14.3"
"295417","13.5","13.5","13.5"
"295534","13.8","13.8","13.8"
"295651","13.5","13.5","13.5"
"295838","12.5","12.5","12.5"
"296235","14.7","14.7","14.7"
"296524","19.1","19.1","19.1"
"296675","17.1","17.1","17.1"
"296826","16.6","16.6","16.6"
"297001","17.7","17.7","17.7"
"297244","20.5","20.5","20.5"
"297341","19.7","19.7","19.7"
"297578","23","23","23"
"297727","24.1","24.1","24.1"
"297902","24.2","24.2","24.2"
"298139","27.4","27.4","27.4"
"298268","23.2","23.2","23.2"
"298503","25.8","25.8","25.8"
"298696","25.5","25.5","25.5"
"298879","23.6","23.6","23.6"
"299144","21.8","21.8","21.8"
"299385","26.2","26.2","26.2"
"299502","22.8","22.8","22.8"
"299685","23.6","23.6","23.6"
"299822","23.5","23.5","23.5"
"299977","18.9","18.9","18.9"
"300196","20.8","20.8","20.8"
"300355","18.8","18.8","18.8"
"300456","18.5","18.5","18.5"
"300563","18.6","18.6","18.6"
"300822","23.5","23.5","23.5"
"301001","21.1","21.1","21.1"
"301240","25.1","25.1","25.1"
"301365","24","24","24"
"301582","26.7","26.7","26.7"
"301773","27.9","27.9","27.9"
"302058","28.8","28.8","28.8"
"302315","35.2","35.2","35.2"
"302558","40.2","40.2","40.2"
"302845","45","45","45"
"302962","38.1","38.1","38.1"
"303185","39","39","39"
"303336","35.4","35.4","35.4"
"303529","36.2","36.2","36.2"
"303672","33","33","33"
"303805","31.3","31.3","31.3"
"304018","28.6","28.6","28.6"
"304145","21.1","21.1","21.1"
"304368","22.4","22.4","22.4"
"304547","18.7","18.7","18.7"
"304774","22.9","22.9","22.9"
"304921","21.3","21.3","21.3"
"305132","22.7","22.7","22.7"
"305263","22.1","22.1","22.1"
"305432","23.2","23.2","23.2"
"305617","24.5","24.5","24.5"
"305726","23.9","23.9","23.9"
"305907","24.3","24.3","24.3"
"306036","18.8","18.8","18.8"
"306155","17.7","17.7","17.7"
"306430","18.9","18.9","18.9"
"306577","19.1","19.1","19.1"
"306818","22.4","22.4","22.4"
"307025","23.4","23.4","23.4"
"307252","24.9","24.9","24.9"
"307395","24.1","24.1","24.1"
"307588","26","26","26"
"307765","25.6","25.6","25.6"
"307900","26","26","26"
"308019","26.1","26.1","26.1"
"308242","26.3","26.3","26.3"
"308383","25.5","25.5","25.5"
"308598","23.2","23.2","23.2"
"308775","22.9","22.9","22.9"
"308956","21.3","21.3","21.3"
"309285","22.9","22.9","22.9"
"309398","20.8","20.8","20.8"
"309571","21.5","21.5","21.5"
"309776","24.3","24.3","24.3"
"310049","27.4","27.4","27.4"
"310358","31.7","31.7","31.7"
"310513","32","32","32"
"310610","29.1","29.1","29.1"
"310841","32.1","32.1","32.1"
"311062","32.9","32.9","32.9"
"311287","32.3","32.3","32.3"
"311522","35.5","35.5","35.5"
"311665","35","35","35"
"311912","39","39","39"
"312177","42.5","42.5","42.5"
"312432","35.9","35.9","35.9"
"312537","35.3","35.3","35.3"
"312756","39.3","39.3","39.3"
"312863","35","35","35"
"312992","33.3","33.3","33.3"
"313207","33.7","33.7","33.7"
"313346","31.4","31.4","31.4"
"313511","31.8","31.8","31.8"
"313730","25.2","25.2","25.2"
"313857","18.9","18.9","18.9"
"314020","16.2","16.2","16.2"
"314267","22.6","22.6","22.6"
"314398","19.2","19.2","19.2"
"314559","20","20","20"
"314686","19.6","19.6","19.6"
"314917","20.4","20.4","20.4"
"315110","21.3","21.3","21.3"
"315317","23.3","23.3","23.3"
"315472","22.4","22.4","22.4"
"315727","23.8","23.8","23.8"
"315882","23.8","23.8","23.8"
"316029","17.8","17.8","17.8"
"316216","18.4","18.4","18.4"
"316357","17.9","17.9","17.9"
"316566","21.6","21.6","21.6"
"316831","20.7","20.7","20.7"
"317082","21.9","21.9","21.9"
"317351","25.9","25.9","25.9"
"317558","27.2","27.2","27.2"
"317725","25.6","25.6","25.6"
"317930","26.9","26.9","26.9"
"318117","30","30","30"
"318296","29.9","29.9","29.9"
"318489","31.3","31.3","31.3"
"318670","28.3","28.3","28.3"
"318881","30.5","30.5","30.5"
"319136","33.1","33.1","33.1"
"319305","26.7","26.7","26.7"
"319484","27.4","27.4","27.4"
"319699","30.8","30.8","30.8"
"319854","29.4","29.4","29.4"
"320055","30.1","30.1","30.1"
"320310","31.4","31.4","31.4"
"320441","29.9","29.9","29.9"
"320704","33.5","33.5","33.5"
"320863","29.7","29.7","29.7"
"321034","25.3","25.3","25.3"
"321253","30.2","30.2","30.2"
"321486","30.7","30.7","30.7"
"321671","30.4","30.4","30.4"
"321958","33.8","33.8","33.8"
"322099","29.8","29.8","29.8"
"322408","35.7","35.7","35.7"
"322619","36.7","36.7","36.7"
"322820","36.2","36.2","36.2"
"322977","36.2","36.2","36.2"
"323240","39.8","39.8","39.8"
"323507","41.6","41.6","41.6"
"323834","44.8","44.8","44.8"
"323941","41.5","41.5","41.5"
"324206","40.2","40.2","40.2"
"324413","41.5","41.5","41.5"
"324610","33.9","33.9","33.9"
"324747","33.5","33.5","33.5"
"324848","29.8","29.8","29.8"
"325017","30.7","30.7","30.7"
"325228","28.6","28.6","28.6"
"325417","24.5","24.5","24.5"
"325636","22.5","22.5","22.5"
"325885","29.5","29.5","29.5"
"325992","26.6","26.6","26.6"
"326219","26.1","26.1","26.1"
"326364","26.2","26.2","26.2"
"326617","26.8","26.8","26.8"
"326824","29.3","29.3","29.3"
"326991","28.2","28.2","28.2"
"327292","29.3","29.3","29.3"
"327453","27.2","27.2","27.2"
"327630","24.6","24.6","24.6"
"327805","19","19","19"
"328082","20.8","20.8","20.8"
"328327","23.9","23.9","23.9"
"328460","23.6","23.6","23.6"
"328657","25.5","25.5","25.5"
"328870","25.2","25.2","25.2"
"329067","26.3","26.3","26.3"
"329234","23.3","23.3","23.3"
"329457","23.6","23.6","23.6"
"329642","23.7","23.7","23.7"
"329777","23","23","23"
"330042","23.9","23.9","23.9"
"330305","22.8","22.8","22.8"
"330496","23.5","23.5","23.5"
"330759","20","20","20"
"330990","22.7","22.7","22.7"
"331263","25.4","25.4","25.4"
"331448","27","27","27"
"331633","27.1","27.1","27.1"
"331830","27.9","27.9","27.9"
"332079","29.6","29.6","29.6"
"332296","28.4","28.4","28.4"
"332633","27.7","27.7","27.7"
"332874","27.4","27.4","27.4"
"333189","28.7","28.7","28.7"
"333398","26","26","26"
"333607","24.9","24.9","24.9"
"333712","22.4","22.4","22.4"
"334045","22.3","22.3","22.3"
"334214","21.3","21.3","21.3"
"334499","21.4","21.4","21.4"
"334662","21","21","21"
"334831","19","19","19"
"335110","20","20","20"
"335249","18.8","18.8","18.8"
"335362","16.7","16.7","16.7"
"335641","22.8","22.8","22.8"
"335774","23.6","23.6","23.6"
"335949","25.5","25.5","25.5"
"336250","27.8","27.8","27.8"
"336403","26","26","26"
"336552","25.8","25.8","25.8"
"336789","33.2","33.2","33.2"
"337024","34.8","34.8","34.8"
"337221","36.5","36.5","36.5"
"337330","36.5","36.5","36.5"
"337457","27.4","27.4","27.4"
"337584","26.7","26.7","26.7"
"337809","25.9","25.9","25.9"
"338050","25.1","25.1","25.1"
"338337","29.6","29.6","29.6"
"338610","34.4","34.4","34.4"
"338813","31.1","31.1","31.1"
"339002","29","29","29"
"339231","29.8","29.8","29.8"
"339434","31.4","31.4","31.4"
"339695","32.8","32.8","32.8"
"339974","38.6","38.6","38.6"
"340363","40.9","40.9","40.9"
"340516","39.1","39.1","39.1"
"340785","37.9","37.9","37.9"
"340880","32.3","32.3","32.3"
"341181","32.2","32.2","32.2"
"341338","31.6","31.6","31.6"
"341529","30","30","30"
"341822","31.6","31.6","31.6"
"342019","30.7","30.7","30.7"
"342204","28","28","28"
"342383","24.1","24.1","24.1"
"342534","24","24","24"
"342823","22.9","22.9","22.9"
"343068","25.6","25.6","25.6"
"343317","25.9","25.9","25.9"
"343450","25.7","25.7","25.7"
"343595","25.5","25.5","25.5"
"343872","25.7","25.7","25.7"
"344043","27.3","27.3","27.3"
"344176","24.7","24.7","24.7"
"344417","26.5","26.5","26.5"
"344542","25.7","25.7","25.7"
"344669","22.7","22.7","22.7"
"344846","20.6","20.6","20.6"
"345027","19","19","19"
"345294","22.3","22.3","22.3"
"345479","23.2","23.2","23.2"
"345668","22.3","22.3","22.3"
"345851","23.4","23.4","23.4"
"346078","28.1","28.1","28.1"
"346385","32.9","32.9","32.9"
"346662","40.1","40.1","40.1"
"346901","43.8","43.8","43.8"
"347192","49.8","49.8","49.8"
"347317","47.2","47.2","47.2"
"347582","46.5","46.5","46.5"
"347779","47.4","47.4","47.4"
"347982","48.6","48.6","48.6"
"348095","45.4","45.4","45.4"
"348302","45.4","45.4","45.4"
"348515","40.3","40.3","40.3"
"348640","33.7","33.7","33.7"
"348797","30.5","30.5","30.5"
"348960","25.2","25.2","25.2"
"349247","29.5","29.5","29.5"
"349342","26","26","26"
"349595","29.7","29.7","29.7"
"349750","26.1","26.1","26.1"
"350013","29.5","29.5","29.5"
"350306","32.4","32.4","32.4"
"350585","33.6","33.6","33.6"
"350794","36.1","36.1","36.1"
"351063","44.1","44.1","44.1"
"351362","47.8","47.8","47.8"
"351611","44.3","44.3","44.3"
"351756","45","45","45"
"352089","46.6","46.6","46.6"
"352386","51.9","51.9","51.9"
"352531","49.2","49.2","49.2"
"352866","44.9","44.9","44.9"
"353123","48.7","48.7","48.7"
"353458","53.8","53.8","53.8"
"353685","46.1","46.1","46.1"
"353952","47.6","47.6","47.6"
"354149","49.1","49.1","49.1"
"354422","52.1","52.1","52.1"
"354621","49.1","49.1","49.1"
"354816","44.8","44.8","44.8"
"355015","45.3","45.3","45.3"
"355130","41.6","41.6","41.6"
"355357","38.4","38.4","38.4"
"355488","30.7","30.7","30.7"
"355629","30.8","30.8","30.8"
"355920","27.3","27.3","27.3"
"356167","26.4","26.4","26.4"
"356420","28.2","28.2","28.2"
"356715","30.6","30.6","30.6"
"356986","31.4","31.4","31.4"
"357217","33","33","33"
"357390","33.8","33.8","33.8"
"357645","33.9","33.9","33.9"
"357920","35.4","35.4","35.4"
"358143","36.3","36.3","36.3"
"358456","37.7","37.7","37.7"
"358759","42.7","42.7","42.7"
"358930","38.4","38.4","38.4"
"359129","32.7","32.7","32.7"
"359404","35.6","35.6","35.6"
"359571","33.3","33.3","33.3"
"359780","33.8","33.8","33.8"
"359997","33.2","33.2","33.2"
