"Step","kind-music-2 - mean_reward","kind-music-2 - mean_reward__MIN","kind-music-2 - mean_reward__MAX"
"575038","44.6","44.6","44.6"
"575359","50","50","50"
"575600","51.4","51.4","51.4"
"575885","58.8","58.8","58.8"
"576210","54.2","54.2","54.2"
"576591","59.4","59.4","59.4"
"576866","57.8","57.8","57.8"
"577421","55.8","55.8","55.8"
"577766","54.2","54.2","54.2"
"577967","54.7","54.7","54.7"
"578320","52.1","52.1","52.1"
"578515","47.5","47.5","47.5"
"578878","52.3","52.3","52.3"
"579409","51.5","51.5","51.5"
"579690","52.9","52.9","52.9"
"579925","49.3","49.3","49.3"
"580160","48.3","48.3","48.3"
"580451","49.5","49.5","49.5"
"580854","49.2","49.2","49.2"
"581283","49.5","49.5","49.5"
"581530","48.7","48.7","48.7"
"581637","47.6","47.6","47.6"
"581884","46.6","46.6","46.6"
"582153","45.1","45.1","45.1"
"582458","45.7","45.7","45.7"
"582777","47.7","47.7","47.7"
"583054","49.1","49.1","49.1"
"583213","44.9","44.9","44.9"
"583518","46.2","46.2","46.2"
"583765","46.1","46.1","46.1"
"584070","47.5","47.5","47.5"
"584243","47.5","47.5","47.5"
"584522","43.2","43.2","43.2"
"584651","38.2","38.2","38.2"
"584896","40.2","40.2","40.2"
"585157","40.5","40.5","40.5"
"585448","36.2","36.2","36.2"
"585837","42.7","42.7","42.7"
"586148","42.1","42.1","42.1"
"586497","41.6","41.6","41.6"
"586838","42.7","42.7","42.7"
"587207","48.9","48.9","48.9"
"587482","54","54","54"
"587773","57.2","57.2","57.2"
"588320","58.4","58.4","58.4"
"588543","52.7","52.7","52.7"
"588826","52.7","52.7","52.7"
"589061","48.1","48.1","48.1"
"589404","52.6","52.6","52.6"
"589687","57.1","57.1","57.1"
"589976","57.5","57.5","57.5"
"590301","61.7","61.7","61.7"
"590572","61.4","61.4","61.4"
"590861","65","65","65"
"591278","66.3","66.3","66.3"
"591413","64.7","64.7","64.7"
"591730","71.3","71.3","71.3"
"591989","76.7","76.7","76.7"
"592266","70.7","70.7","70.7"
"592441","64.8","64.8","64.8"
"592796","67.1","67.1","67.1"
"592967","58","58","58"
"593326","57.7","57.7","57.7"
"593573","51.7","51.7","51.7"
"593912","49.2","49.2","49.2"
"594251","56.1","56.1","56.1"
"594624","54.9","54.9","54.9"
"595211","52.8","52.8","52.8"
"595484","55.9","55.9","55.9"
"595937","62.9","62.9","62.9"
"596522","66.5","66.5","66.5"
"596819","74.7","74.7","74.7"
"597526","76.3","76.3","76.3"
"597907","76.5","76.5","76.5"
"598166","72.6","72.6","72.6"
"598633","73.3","73.3","73.3"
"599120","69.3","69.3","69.3"
"599483","64","64","64"
"599980","63.8","63.8","63.8"
"600305","64.5","64.5","64.5"
"600672","55.1","55.1","55.1"
"600945","47.7","47.7","47.7"
"601098","40.2","40.2","40.2"
"601479","42.9","42.9","42.9"
"601996","46.7","46.7","46.7"
"602361","41.1","41.1","41.1"
"602530","37.3","37.3","37.3"
"602773","39.2","39.2","39.2"
"602904","33.7","33.7","33.7"
"603141","26.4","26.4","26.4"
"603604","32.3","32.3","32.3"
"603833","31.9","31.9","31.9"
"604222","35.7","35.7","35.7"
"604411","31.8","31.8","31.8"
"604752","32.3","32.3","32.3"
"604877","30.3","30.3","30.3"
"605340","34.6","34.6","34.6"
"605557","33.7","33.7","33.7"
"605810","40.8","40.8","40.8"
"606321","46.5","46.5","46.5"
"606500","41.3","41.3","41.3"
"606855","46.2","46.2","46.2"
"607096","46","46","46"
"607611","53.1","53.1","53.1"
"607984","52.1","52.1","52.1"
"608227","57.5","57.5","57.5"
"608438","56.1","56.1","56.1"
"608749","62.4","62.4","62.4"
"609156","61.4","61.4","61.4"
"609509","59.9","59.9","59.9"
"609950","63.9","63.9","63.9"
"610447","65.2","65.2","65.2"
"610788","66.2","66.2","66.2"
"611231","67.9","67.9","67.9"
"611386","63.5","63.5","63.5"
"611585","61.8","61.8","61.8"
"611716","59.1","59.1","59.1"
"611957","56.9","56.9","56.9"
"612192","56.7","56.7","56.7"
"612559","57.1","57.1","57.1"
"612850","53.4","53.4","53.4"
"613011","47","47","47"
"613344","49.4","49.4","49.4"
"613451","40.9","40.9","40.9"
"613760","46.9","46.9","46.9"
"614137","48.4","48.4","48.4"
"614426","54","54","54"
"614681","53.6","53.6","53.6"
"614866","49.8","49.8","49.8"
"615115","48.9","48.9","48.9"
"615444","50.3","50.3","50.3"
"615917","54.6","54.6","54.6"
"616226","51.7","51.7","51.7"
"616749","57.5","57.5","57.5"
"617026","55.4","55.4","55.4"
"617247","52.5","52.5","52.5"
"617510","53.7","53.7","53.7"
"617643","48.7","48.7","48.7"
"618010","49.8","49.8","49.8"
"618319","48.2","48.2","48.2"
"618570","50.1","50.1","50.1"
"618819","49.3","49.3","49.3"
"619308","51.5","51.5","51.5"
"619545","48","48","48"
"620072","50.5","50.5","50.5"
"620953","56.8","56.8","56.8"
"621326","57.2","57.2","57.2"
"621873","62.6","62.6","62.6"
"622026","60.1","60.1","60.1"
"622561","60.1","60.1","60.1"
"622888","55.2","55.2","55.2"
"623057","51.2","51.2","51.2"
"623396","49.2","49.2","49.2"
"623559","48.4","48.4","48.4"
"624246","41.5","41.5","41.5"
"624471","33.4","33.4","33.4"
"624656","28.3","28.3","28.3"
"624793","23","23","23"
"625132","26.9","26.9","26.9"
"625323","25.6","25.6","25.6"
"625800","31.6","31.6","31.6"
"625911","31","31","31"
"626262","32.2","32.2","32.2"
"626645","38.2","38.2","38.2"
"626980","43.8","43.8","43.8"
"627295","50.2","50.2","50.2"
"627542","47.8","47.8","47.8"
"627801","54.7","54.7","54.7"
"628012","52.4","52.4","52.4"
"628285","55.2","55.2","55.2"
"628518","52.2","52.2","52.2"
"628893","59.7","59.7","59.7"
"629108","58.9","58.9","58.9"
"629385","55.7","55.7","55.7"
"629568","50.6","50.6","50.6"
"629885","46.4","46.4","46.4"
"630414","48.5","48.5","48.5"
"630819","48.8","48.8","48.8"
"631228","48.6","48.6","48.6"
"631471","48.9","48.9","48.9"
"631900","53.2","53.2","53.2"
"632189","51.2","51.2","51.2"
"632438","50.6","50.6","50.6"
"632825","54.4","54.4","54.4"
"632982","53.9","53.9","53.9"
"633521","60.6","60.6","60.6"
"633778","60.2","60.2","60.2"
"633921","53.6","53.6","53.6"
"634266","58.2","58.2","58.2"
"634883","62.4","62.4","62.4"
"635238","59.1","59.1","59.1"
"635487","59.9","59.9","59.9"
"635600","55.1","55.1","55.1"
"635889","46.9","46.9","46.9"
"636130","53.1","53.1","53.1"
"636423","45.2","45.2","45.2"
"636586","44","44","44"
"637121","51.8","51.8","51.8"
"637694","52.4","52.4","52.4"
"638137","49.7","49.7","49.7"
"638390","43.6","43.6","43.6"
"638747","44.7","44.7","44.7"
"638980","50.5","50.5","50.5"
"639209","51.9","51.9","51.9"
"639524","51.7","51.7","51.7"
"639849","52.5","52.5","52.5"
"640292","59.6","59.6","59.6"
"640549","57.3","57.3","57.3"
"640796","50.7","50.7","50.7"
"641121","50.2","50.2","50.2"
"641520","57","57","57"
"642049","54.6","54.6","54.6"
"642382","54.4","54.4","54.4"
"642545","53.6","53.6","53.6"
"642734","48.2","48.2","48.2"
"642935","49.2","49.2","49.2"
"643154","47.2","47.2","47.2"
"643425","46.9","46.9","46.9"
"643844","52.3","52.3","52.3"
"644337","51.2","51.2","51.2"
"644680","48.4","48.4","48.4"
"645031","46.1","46.1","46.1"
"645436","46.6","46.6","46.6"
"646039","46.6","46.6","46.6"
"646230","47.5","47.5","47.5"
"646515","45.5","45.5","45.5"
"646830","46","46","46"
"647083","45.1","45.1","45.1"
"647308","41.3","41.3","41.3"
"647935","44.1","44.1","44.1"
"648240","47.6","47.6","47.6"
"648587","47.2","47.2","47.2"
"648862","44.7","44.7","44.7"
"649115","47.9","47.9","47.9"
"649582","55.8","55.8","55.8"
"649869","60.2","60.2","60.2"
"650132","59.3","59.3","59.3"
"650451","60.8","60.8","60.8"
"650784","65.7","65.7","65.7"
"651133","64","64","64"
"651462","58.9","58.9","58.9"
"652185","65.9","65.9","65.9"
"652552","68.7","68.7","68.7"
"652989","74.8","74.8","74.8"
"653300","70.8","70.8","70.8"
"653751","71.7","71.7","71.7"
"654112","72.4","72.4","72.4"
"654295","66.7","66.7","66.7"
"654654","59.6","59.6","59.6"
"654977","60.4","60.4","60.4"
"655124","58.1","58.1","58.1"
"655625","54.8","54.8","54.8"
"655892","48.8","48.8","48.8"
"656471","44.3","44.3","44.3"
"657062","44.9","44.9","44.9"
"657263","39.6","39.6","39.6"
"657618","39.5","39.5","39.5"
"657969","49.3","49.3","49.3"
"658286","53.6","53.6","53.6"
"658631","48.9","48.9","48.9"
"659076","56.3","56.3","56.3"
"659589","55.1","55.1","55.1"
"659862","59.3","59.3","59.3"
"660233","56","56","56"
"660570","55.8","55.8","55.8"
"660897","60.3","60.3","60.3"
"661454","59.9","59.9","59.9"
"661959","57.2","57.2","57.2"
"662456","62.5","62.5","62.5"
"662767","63.4","63.4","63.4"
"663076","57.8","57.8","57.8"
"663203","53.1","53.1","53.1"
"663694","53.8","53.8","53.8"
"664025","55","55","55"
"664258","51.7","51.7","51.7"
"664487","50.1","50.1","50.1"
"665018","51.5","51.5","51.5"
"665579","51.3","51.3","51.3"
"665810","47","47","47"
"665957","45","45","45"
"666190","45.8","45.8","45.8"
"666417","49.8","49.8","49.8"
"666620","49.3","49.3","49.3"
"666841","51.9","51.9","51.9"
"667272","54.2","54.2","54.2"
"668039","53.3","53.3","53.3"
"668158","46.2","46.2","46.2"
"668447","40.9","40.9","40.9"
"668690","41.2","41.2","41.2"
"669115","48.4","48.4","48.4"
"669298","48.4","48.4","48.4"
"669561","49","49","49"
"670724","54.2","54.2","54.2"
"670853","48.8","48.8","48.8"
"671662","54.1","54.1","54.1"
"671805","50.9","50.9","50.9"
"672018","55.1","55.1","55.1"
"672471","56.3","56.3","56.3"
"672726","53.9","53.9","53.9"
"673097","53.1","53.1","53.1"
"673378","51.2","51.2","51.2"
"674059","52.7","52.7","52.7"
"674688","46","46","46"
"675017","46.6","46.6","46.6"
"675326","40.4","40.4","40.4"
"675711","47","47","47"
"676024","48.9","48.9","48.9"
"676285","46.8","46.8","46.8"
"676734","50.7","50.7","50.7"
"677083","49.8","49.8","49.8"
"677364","57.7","57.7","57.7"
"677805","58.6","58.6","58.6"
"678126","57.7","57.7","57.7"
"678377","64.3","64.3","64.3"
"678962","67.7","67.7","67.7"
"679225","63.8","63.8","63.8"
"679704","64.6","64.6","64.6"
"680119","68.9","68.9","68.9"
"680534","65.8","65.8","65.8"
"681013","64.8","64.8","64.8"
"681310","56.9","56.9","56.9"
"681525","51.1","51.1","51.1"
"681760","51.9","51.9","51.9"
"682139","48.5","48.5","48.5"
"682462","48.8","48.8","48.8"
"682745","52","52","52"
"683116","48.7","48.7","48.7"
"683539","47.5","47.5","47.5"
"684320","52.8","52.8","52.8"
"684737","53.4","53.4","53.4"
"685106","58","58","58"
"685649","65.5","65.5","65.5"
"685970","69.7","69.7","69.7"
"687011","71.1","71.1","71.1"
"687464","72.8","72.8","72.8"
"687951","72.2","72.2","72.2"
"688514","75.2","75.2","75.2"
"689517","72.7","72.7","72.7"
"690220","70.2","70.2","70.2"
"690647","69.5","69.5","69.5"
"691706","70.8","70.8","70.8"
"692259","68.9","68.9","68.9"
"692518","61.2","61.2","61.2"
"693153","59.9","59.9","59.9"
"693456","54.3","54.3","54.3"
"693705","49.7","49.7","49.7"
"694264","46.3","46.3","46.3"
"694577","49.9","49.9","49.9"
"694816","47","47","47"
"695057","48.3","48.3","48.3"
"695240","41.5","41.5","41.5"
"695593","35.4","35.4","35.4"
"695826","37.6","37.6","37.6"
"696777","37.6","37.6","37.6"
"697032","38.7","38.7","38.7"
"697753","43.7","43.7","43.7"
"698078","44.7","44.7","44.7"
"699019","45.8","45.8","45.8"
"699760","45.1","45.1","45.1"
"700169","41.4","41.4","41.4"
"700652","49.3","49.3","49.3"
"701309","51","51","51"
"701508","50.2","50.2","50.2"
"701777","51.1","51.1","51.1"
"702426","54.5","54.5","54.5"
"702939","57","57","57"
"703130","54.5","54.5","54.5"
"703327","50.1","50.1","50.1"
"703842","49","49","49"
"704151","52","52","52"
"704410","49.8","49.8","49.8"
"704781","54.1","54.1","54.1"
"705362","59.6","59.6","59.6"
"705873","63.8","63.8","63.8"
"706018","55.5","55.5","55.5"
"706401","53.3","53.3","53.3"
"706720","56.7","56.7","56.7"
"707315","57.9","57.9","57.9"
"707938","58.6","58.6","58.6"
"708401","56.9","56.9","56.9"
"708968","58","58","58"
"709503","56.3","56.3","56.3"
"709806","56.9","56.9","56.9"
"710049","48.3","48.3","48.3"
"710782","53.8","53.8","53.8"
"711173","55.1","55.1","55.1"
"711842","56.4","56.4","56.4"
"712191","55.3","55.3","55.3"
"713012","63","63","63"
"713665","69","69","69"
"714604","67.3","67.3","67.3"
"714871","66.7","66.7","66.7"
"715592","63.6","63.6","63.6"
"716355","69.2","69.2","69.2"
"716850","71.5","71.5","71.5"
"717201","70.4","70.4","70.4"
"717450","67.5","67.5","67.5"
"717797","72.7","72.7","72.7"
"718288","71.3","71.3","71.3"
"718939","63.9","63.9","63.9"
"719244","67.4","67.4","67.4"
"719545","70.4","70.4","70.4"
"719994","74","74","74"
"720457","76.8","76.8","76.8"
"720896","76.2","76.2","76.2"
"721469","80.1","80.1","80.1"
"722032","82.5","82.5","82.5"
"722351","82.2","82.2","82.2"
"722668","76.6","76.6","76.6"
"723269","80.9","80.9","80.9"
"724224","77.5","77.5","77.5"
"724571","77.4","77.4","77.4"
"724892","78.5","78.5","78.5"
"725189","71.8","71.8","71.8"
"725670","71.7","71.7","71.7"
"725977","70.2","70.2","70.2"
"726404","72.7","72.7","72.7"
"726733","73.3","73.3","73.3"
"727054","73","73","73"
"727489","73.7","73.7","73.7"
"727704","71.9","71.9","71.9"
"728031","70.1","70.1","70.1"
"728232","62.9","62.9","62.9"
"728953","65.3","65.3","65.3"
"729422","67.4","67.4","67.4"
"729835","66.8","66.8","66.8"
"730144","59.4","59.4","59.4"
"730683","53","53","53"
"731504","53.3","53.3","53.3"
"731995","53.3","53.3","53.3"
"732484","53.6","53.6","53.6"
"733045","57","57","57"
"733426","62","62","62"
"733861","65.7","65.7","65.7"
"734216","60.2","60.2","60.2"
"734703","58.4","58.4","58.4"
"735004","64.4","64.4","64.4"
"736139","73","73","73"
"736500","76.3","76.3","76.3"
"737175","79.9","79.9","79.9"
"737776","87.8","87.8","87.8"
"738409","85","85","85"
"739554","88.8","88.8","88.8"
"740049","87.8","87.8","87.8"
"740350","88.2","88.2","88.2"
"740723","90.2","90.2","90.2"
"740970","87","87","87"
"741347","81.5","81.5","81.5"
"741792","80.9","80.9","80.9"
"742093","77","77","77"
"742696","67.8","67.8","67.8"
"743097","67.4","67.4","67.4"
"744036","63.1","63.1","63.1"
"744569","62","62","62"
"745208","63.9","63.9","63.9"
"745631","62.1","62.1","62.1"
"746782","66.5","66.5","66.5"
"747395","70","70","70"
"747804","70.3","70.3","70.3"
"748631","73.9","73.9","73.9"
"748980","78.8","78.8","78.8"
"749541","79.1","79.1","79.1"
"750552","78.9","78.9","78.9"
"750799","79.1","79.1","79.1"
"751322","81","81","81"
"751809","80.8","80.8","80.8"
"752412","80","80","80"
"752661","77.5","77.5","77.5"
"752834","72","72","72"
"753287","67.9","67.9","67.9"
"753726","63","63","63"
"754371","62.6","62.6","62.6"
"754496","57.2","57.2","57.2"
"754873","56","56","56"
"755330","51","51","51"
"756035","51.3","51.3","51.3"
"756348","51.1","51.1","51.1"
"756899","46.7","46.7","46.7"
"757150","52.5","52.5","52.5"
"757635","51.9","51.9","51.9"
"758212","58.1","58.1","58.1"
"758679","57","57","57"
"759124","67.4","67.4","67.4"
"759607","64","64","64"
"760238","67.6","67.6","67.6"
"760639","62.3","62.3","62.3"
"761136","59.3","59.3","59.3"
"761429","63.6","63.6","63.6"
"761798","62.9","62.9","62.9"
"762499","63","63","63"
"762954","61.7","61.7","61.7"
"763553","64.7","64.7","64.7"
"764150","63.6","63.6","63.6"
"764473","63.9","63.9","63.9"
"764960","64","64","64"
"765277","73","73","73"
"766164","75.3","75.3","75.3"
"766985","76.7","76.7","76.7"
"767482","73.6","73.6","73.6"
"767981","73.7","73.7","73.7"
"768578","69.6","69.6","69.6"
"768897","64.4","64.4","64.4"
"769044","56","56","56"
"769553","58.8","58.8","58.8"
"769838","56.7","56.7","56.7"
"770193","54.1","54.1","54.1"
"770954","58.2","58.2","58.2"
"771277","50.9","50.9","50.9"
"771612","52.2","52.2","52.2"
"772079","52.9","52.9","52.9"
"772360","57.4","57.4","57.4"
"772783","63.8","63.8","63.8"
"773336","71.6","71.6","71.6"
"773623","73.9","73.9","73.9"
"773920","76.3","76.3","76.3"
"774145","72.6","72.6","72.6"
"774440","68.5","68.5","68.5"
"774601","69.5","69.5","69.5"
"775086","76.4","76.4","76.4"
"775413","76.4","76.4","76.4"
"775934","78","78","78"
"776313","78.1","78.1","78.1"
"776682","72.5","72.5","72.5"
"777151","72.6","72.6","72.6"
"778014","74.7","74.7","74.7"
"778553","76.5","76.5","76.5"
"779020","72.4","72.4","72.4"
"779629","72.8","72.8","72.8"
"780204","67.6","67.6","67.6"
"781329","65.1","65.1","65.1"
"781836","62.1","62.1","62.1"
"782457","58.2","58.2","58.2"
"782858","61","61","61"
"783227","61.2","61.2","61.2"
"783932","56.7","56.7","56.7"
"784257","53.6","53.6","53.6"
"784846","57.6","57.6","57.6"
"785781","64","64","64"
"786562","65.5","65.5","65.5"
"787273","65.1","65.1","65.1"
"787634","64.4","64.4","64.4"
"788045","63.3","63.3","63.3"
"788356","65.2","65.2","65.2"
"788743","66.9","66.9","66.9"
"789228","66.6","66.6","66.6"
"789661","71.6","71.6","71.6"
"789948","72.9","72.9","72.9"
"790699","71.6","71.6","71.6"
"791088","67.4","67.4","67.4"
"791563","70.9","70.9","70.9"
"791946","72.7","72.7","72.7"
"792625","77.9","77.9","77.9"
"793168","73.2","73.2","73.2"
"793569","69.7","69.7","69.7"
"793884","73.1","73.1","73.1"
"794467","73.1","73.1","73.1"
"795554","72.7","72.7","72.7"
"795893","73.7","73.7","73.7"
"796642","78.5","78.5","78.5"
"796835","75.2","75.2","75.2"
"797166","72.4","72.4","72.4"
"798055","72","72","72"
"798614","77.8","77.8","77.8"
"799009","82.2","82.2","82.2"
"799358","79.5","79.5","79.5"
"799887","74.4","74.4","74.4"
"800336","71.9","71.9","71.9"
"800503","66.7","66.7","66.7"
"800810","62","62","62"
"801465","60","60","60"
"802036","60.6","60.6","60.6"
"802837","54.2","54.2","54.2"
"803184","52.5","52.5","52.5"
"803415","43.8","43.8","43.8"
"803634","44","44","44"
"804099","48.5","48.5","48.5"
"804760","50.8","50.8","50.8"
"805307","54.9","54.9","54.9"
"805866","57.9","57.9","57.9"
"806209","60.3","60.3","60.3"
"807008","64.4","64.4","64.4"
"807651","70.3","70.3","70.3"
"808186","69.9","69.9","69.9"
"808749","74.9","74.9","74.9"
"809370","78.2","78.2","78.2"
"810379","80.2","80.2","80.2"
"811818","83.1","83.1","83.1"
"812975","87.3","87.3","87.3"
"813486","86.8","86.8","86.8"
"814003","89.8","89.8","89.8"
"814780","87.7","87.7","87.7"
"815857","87.6","87.6","87.6"
"816216","86.7","86.7","86.7"
"816947","86.5","86.5","86.5"
"817712","86.1","86.1","86.1"
"818425","85.4","85.4","85.4"
"819452","77.7","77.7","77.7"
"821007","74.2","74.2","74.2"
"821356","72.3","72.3","72.3"
"821639","72","72","72"
"821954","71.2","71.2","71.2"
"822265","70","70","70"
"822720","67.2","67.2","67.2"
"823211","70.8","70.8","70.8"
"824550","67.7","67.7","67.7"
"825993","66.4","66.4","66.4"
"826960","66.4","66.4","66.4"
"827293","65.7","65.7","65.7"
"827762","63.2","63.2","63.2"
"828527","62.2","62.2","62.2"
"829166","65.4","65.4","65.4"
"830719","63.9","63.9","63.9"
"831098","67.3","67.3","67.3"
"831553","64.1","64.1","64.1"
"832140","68.4","68.4","68.4"
"832825","66.3","66.3","66.3"
"833146","69.5","69.5","69.5"
"833395","65.9","65.9","65.9"
"833616","66.9","66.9","66.9"
"834585","68.4","68.4","68.4"
"835006","67.6","67.6","67.6"
"835393","70.3","70.3","70.3"
"835970","74.4","74.4","74.4"
"836531","71.4","71.4","71.4"
"837824","67.4","67.4","67.4"
"838139","69.3","69.3","69.3"
"838976","74","74","74"
"839381","72.6","72.6","72.6"
"840836","77.6","77.6","77.6"
"841341","75.1","75.1","75.1"
"841844","76.8","76.8","76.8"
"843455","80.6","80.6","80.6"
"844316","78.7","78.7","78.7"
"844879","79.6","79.6","79.6"
"846276","78.5","78.5","78.5"
"846867","77.4","77.4","77.4"
"847746","71","71","71"
"848321","74.5","74.5","74.5"
"849452","73.7","73.7","73.7"
"849799","75.9","75.9","75.9"
"850136","71.4","71.4","71.4"
"851011","63.2","63.2","63.2"
"851360","60.4","60.4","60.4"
"851827","60","60","60"
"852516","57.9","57.9","57.9"
"854311","62.1","62.1","62.1"
"854962","60","60","60"
"856467","63.4","63.4","63.4"
"856812","65.8","65.8","65.8"
"857137","64.9","64.9","64.9"
"857960","63.1","63.1","63.1"
"858945","70.3","70.3","70.3"
"859858","73.7","73.7","73.7"
"860645","78.3","78.3","78.3"
"861200","78.3","78.3","78.3"
"861459","76.5","76.5","76.5"
"861774","84.2","84.2","84.2"
"862339","85.2","85.2","85.2"
"862700","77.9","77.9","77.9"
"862993","79.5","79.5","79.5"
"863988","83.9","83.9","83.9"
"864857","78.2","78.2","78.2"
"865280","75.8","75.8","75.8"
"865653","71.8","71.8","71.8"
"866182","75","75","75"
"866877","76.2","76.2","76.2"
"867982","73.8","73.8","73.8"
"868801","73.1","73.1","73.1"
"869324","76.4","76.4","76.4"
"869853","75.2","75.2","75.2"
"870132","74.1","74.1","74.1"
"870513","75.6","75.6","75.6"
"870806","76.1","76.1","76.1"
"871587","77.8","77.8","77.8"
"871834","81.2","81.2","81.2"
"872107","78.2","78.2","78.2"
"872898","80.2","80.2","80.2"
"873795","81.4","81.4","81.4"
"874176","82.1","82.1","82.1"
"875345","80.9","80.9","80.9"
"876170","80.6","80.6","80.6"
"876997","78.8","78.8","78.8"
"877770","82.5","82.5","82.5"
"878941","82.8","82.8","82.8"
"880000","82.8","82.8","82.8"
"881173","88.2","88.2","88.2"
"881618","83.3","83.3","83.3"
"882427","79.6","79.6","79.6"
"883318","80.3","80.3","80.3"
"884183","81.3","81.3","81.3"
"885168","81.4","81.4","81.4"
"885987","80.9","80.9","80.9"
"886380","76.8","76.8","76.8"
"887267","79.1","79.1","79.1"
"888008","76.9","76.9","76.9"
"888431","74.3","74.3","74.3"
"889170","80.3","80.3","80.3"
"890997","84.4","84.4","84.4"
"891206","80.5","80.5","80.5"
"891789","78.3","78.3","78.3"
"892314","77.1","77.1","77.1"
"893351","81.2","81.2","81.2"
"893724","77.3","77.3","77.3"
"894617","74.6","74.6","74.6"
"895030","72.7","72.7","72.7"
"895731","73","73","73"
"896642","67.2","67.2","67.2"
"897103","66.1","66.1","66.1"
"898704","70.6","70.6","70.6"
"899063","74.2","74.2","74.2"
"899748","75.2","75.2","75.2"
"900659","80.3","80.3","80.3"
"901482","80.5","80.5","80.5"
"901697","79.3","79.3","79.3"
"902678","80.4","80.4","80.4"
"903765","80","80","80"
"904200","83.7","83.7","83.7"
"904557","80.9","80.9","80.9"
"905020","79.2","79.2","79.2"
"905285","79.4","79.4","79.4"
"906632","80.8","80.8","80.8"
"907053","68.6","68.6","68.6"
"908596","75","75","75"
"909441","78.8","78.8","78.8"
"910400","82","82","82"
"911275","83","83","83"
"911856","84.1","84.1","84.1"
"913813","85.5","85.5","85.5"
"915366","89.9","89.9","89.9"
"916569","87","87","87"
"918484","82.2","82.2","82.2"
"919449","87.3","87.3","87.3"
"920546","84.3","84.3","84.3"
"920923","83.6","83.6","83.6"
"922132","80.3","80.3","80.3"
"922761","76.3","76.3","76.3"
"923340","75.5","75.5","75.5"
"923921","75.6","75.6","75.6"
"924294","70.3","70.3","70.3"
"924975","66.3","66.3","66.3"
"925344","69.3","69.3","69.3"
"926215","70.8","70.8","70.8"
"926912","73.4","73.4","73.4"
"927207","69.2","69.2","69.2"
"929360","69.8","69.8","69.8"
"931017","74.4","74.4","74.4"
"932490","69.6","69.6","69.6"
"933229","72.1","72.1","72.1"
"934672","74.1","74.1","74.1"
"935063","79.1","79.1","79.1"
"938594","81.6","81.6","81.6"
"939211","79.4","79.4","79.4"
"939772","77.8","77.8","77.8"
"940449","81.7","81.7","81.7"
"942246","83.8","83.8","83.8"
"943143","83.2","83.2","83.2"
"947058","89","89","89"
"949353","89","89","89"
"949782","90.4","90.4","90.4"
"951319","91.9","91.9","91.9"
"951890","90.9","90.9","90.9"
"953375","92.9","92.9","92.9"
"954168","94.1","94.1","94.1"
"954807","92.3","92.3","92.3"
"956418","92.5","92.5","92.5"
"957251","90.8","90.8","90.8"
"958076","88.5","88.5","88.5"
"958939","87.7","87.7","87.7"
"959668","88.4","88.4","88.4"
"960909","89.6","89.6","89.6"
"962012","89","89","89"
"963697","87.5","87.5","87.5"
"966224","87.6","87.6","87.6"
"967427","87.4","87.4","87.4"
"969988","81.5","81.5","81.5"
"971503","82","82","82"
"972360","84.9","84.9","84.9"
"972515","76.6","76.6","76.6"
"972744","75.3","75.3","75.3"
"973419","71.5","71.5","71.5"
"974838","70.6","70.6","70.6"
"975759","70.6","70.6","70.6"
"976356","70.8","70.8","70.8"
"976745","74.7","74.7","74.7"
"977048","80.3","80.3","80.3"
"977599","75.3","75.3","75.3"
"978260","74.6","74.6","74.6"
"979007","82.8","82.8","82.8"
"979694","79.4","79.4","79.4"
"980559","81.5","81.5","81.5"
"981722","82.6","82.6","82.6"
"983777","82.4","82.4","82.4"
"986080","81","81","81"
"987497","80.5","80.5","80.5"
"988604","79.2","79.2","79.2"
"989087","82.6","82.6","82.6"
"990360","82.7","82.7","82.7"
"991269","80.1","80.1","80.1"
"991462","79.6","79.6","79.6"
"993751","77.3","77.3","77.3"
"994000","77","77","77"
"994959","77.8","77.8","77.8"
"996084","79","79","79"
"996717","76.3","76.3","76.3"
"997154","74.5","74.5","74.5"
"998671","71.7","71.7","71.7"
"999998","71","71","71"
"1001077","71.1","71.1","71.1"
"1002816","78.1","78.1","78.1"
"1003363","75.3","75.3","75.3"
"1004456","75.9","75.9","75.9"
"1005183","77.2","77.2","77.2"
"1006332","75.6","75.6","75.6"
"1006841","78.9","78.9","78.9"
"1009788","82.4","82.4","82.4"
"1010203","85.5","85.5","85.5"
"1011230","80.3","80.3","80.3"
"1012181","80.6","80.6","80.6"
"1012902","73.3","73.3","73.3"
"1014187","78.2","78.2","78.2"
"1015180","76.8","76.8","76.8"
"1017325","75.3","75.3","75.3"
"1018568","74.3","74.3","74.3"
"1019415","70.4","70.4","70.4"
"1019820","69.9","69.9","69.9"
"1020475","66.7","66.7","66.7"
"1020782","71.2","71.2","71.2"
"1021359","74.9","74.9","74.9"
"1022122","79.7","79.7","79.7"
"1023749","81.6","81.6","81.6"
"1024776","85.7","85.7","85.7"
"1025303","84.3","84.3","84.3"
"1025802","85.4","85.4","85.4"
"1027175","87.7","87.7","87.7"
"1027656","86.8","86.8","86.8"
"1028201","86.9","86.9","86.9"
"1029420","91.7","91.7","91.7"
"1029869","87.1","87.1","87.1"
"1032390","87.5","87.5","87.5"
"1034131","85.1","85.1","85.1"
"1035560","83.9","83.9","83.9"
"1036197","84.4","84.4","84.4"
"1036456","81.3","81.3","81.3"
"1037603","78.6","78.6","78.6"
"1038002","75.3","75.3","75.3"
"1039393","79.4","79.4","79.4"
"1040628","72.1","72.1","72.1"
