"Step","eternal-fog-16 - real_reward","eternal-fog-16 - real_reward__MIN","eternal-fog-16 - real_reward__MAX"
"856553","69.6","69.6","69.6"
"857596","71.7","71.7","71.7"
"858030","70.8","70.8","70.8"
"859115","68.7","68.7","68.7"
"861064","62.3","62.3","62.3"
"863112","61.1","61.1","61.1"
"863660","64.7","64.7","64.7"
"865579","64.9","64.9","64.9"
"865683","56.9","56.9","56.9"
"867257","56.7","56.7","56.7"
"869362","57.4","57.4","57.4"
"871362","57.2","57.2","57.2"
"872543","58.8","58.8","58.8"
"873136","59.3","59.3","59.3"
"875052","60.9","60.9","60.9"
"876173","62.1","62.1","62.1"
"877081","59.4","59.4","59.4"
"881982","61.3","61.3","61.3"
"882869","67.1","67.1","67.1"
"884782","69.2","69.2","69.2"
"887856","61.7","61.7","61.7"
"889496","57.7","57.7","57.7"
"893086","57.6","57.6","57.6"
"894780","57.4","57.4","57.4"
"895055","55.7","55.7","55.7"
"897664","56.6","56.6","56.6"
"899307","60","60","60"
"900452","60","60","60"
"903439","59","59","59"
"908535","56.2","56.2","56.2"
"909698","61.5","61.5","61.5"
"912829","63.1","63.1","63.1"
"913191","57.4","57.4","57.4"
"914594","61.1","61.1","61.1"
"915925","65.8","65.8","65.8"
"917376","66","66","66"
"919046","62.5","62.5","62.5"
"920467","61.4","61.4","61.4"
"924453","62","62","62"
"925508","59.5","59.5","59.5"
"927547","56.7","56.7","56.7"
"929271","59.2","59.2","59.2"
"931190","57.3","57.3","57.3"
"934738","50.2","50.2","50.2"
"937113","48.4","48.4","48.4"
"940565","47.8","47.8","47.8"
"942613","48.9","48.9","48.9"
"948081","44","44","44"
"949193","43.4","43.4","43.4"
"951211","45.6","45.6","45.6"
"952737","50.8","50.8","50.8"
"955346","51.9","51.9","51.9"
"955849","51.7","51.7","51.7"
"958107","57","57","57"
"959987","60.8","60.8","60.8"
"962329","56.9","56.9","56.9"
"963390","57.6","57.6","57.6"
"965255","60.7","60.7","60.7"
"966766","64.2","64.2","64.2"
"967755","61.6","61.6","61.6"
"971306","59.1","59.1","59.1"
"972625","57.3","57.3","57.3"
"976128","62.5","62.5","62.5"
"980963","60.5","60.5","60.5"
"981574","53.5","53.5","53.5"
"983811","57.9","57.9","57.9"
"985931","58.9","58.9","58.9"
"988684","60.3","60.3","60.3"
"991542","58.1","58.1","58.1"
"991874","58.3","58.3","58.3"
"994414","55.5","55.5","55.5"
"998151","55.2","55.2","55.2"
"999467","54.5","54.5","54.5"
"1001767","56.5","56.5","56.5"
"1001967","59","59","59"
"1002515","56.2","56.2","56.2"
"1003192","54.8","54.8","54.8"
"1004718","53","53","53"
"1005824","52.9","52.9","52.9"
"1009108","58.7","58.7","58.7"
"1010628","60.3","60.3","60.3"
"1011962","61.9","61.9","61.9"
"1015342","59.4","59.4","59.4"
"1016610","60.4","60.4","60.4"
"1018610","60.5","60.5","60.5"
"1020133","59.6","59.6","59.6"
"1022457","59.8","59.8","59.8"
"1025222","60.4","60.4","60.4"
"1026991","62.4","62.4","62.4"
"1028181","61.8","61.8","61.8"
"1030829","63.1","63.1","63.1"
"1031284","62.7","62.7","62.7"
"1033407","70.3","70.3","70.3"
"1037744","65","65","65"
"1038466","62.4","62.4","62.4"
"1043220","63.1","63.1","63.1"
"1044743","61.9","61.9","61.9"
"1047754","63.6","63.6","63.6"
"1048551","63.8","63.8","63.8"
"1049282","59.4","59.4","59.4"
"1050046","61.5","61.5","61.5"
"1052028","55.8","55.8","55.8"
"1053518","52.9","52.9","52.9"
"1054753","57.6","57.6","57.6"
"1057239","59.6","59.6","59.6"
"1057865","60.9","60.9","60.9"
"1061482","64.2","64.2","64.2"
"1064475","60","60","60"
"1067903","57.5","57.5","57.5"
"1068523","55.8","55.8","55.8"
"1069566","54.9","54.9","54.9"
"1070276","56.3","56.3","56.3"
"1071025","55.4","55.4","55.4"
"1073061","55","55","55"
"1075034","57.8","57.8","57.8"
"1076101","58.2","58.2","58.2"
"1077222","52.2","52.2","52.2"
"1078904","56.9","56.9","56.9"
"1079260","51.9","51.9","51.9"
"1079448","53.8","53.8","53.8"
"1080599","53.6","53.6","53.6"
"1081231","53","53","53"
"1084722","53","53","53"
"1086650","50.5","50.5","50.5"
"1089763","53.9","53.9","53.9"
"1092030","53.2","53.2","53.2"
"1093691","54.8","54.8","54.8"
"1094377","48.7","48.7","48.7"
"1095150","54.8","54.8","54.8"
"1096805","55","55","55"
"1097341","53.1","53.1","53.1"
"1100070","56.7","56.7","56.7"
"1101143","55.4","55.4","55.4"
"1101706","56.7","56.7","56.7"
"1104984","54.7","54.7","54.7"
"1107059","53.6","53.6","53.6"
"1108663","57.4","57.4","57.4"
"1109682","62.1","62.1","62.1"
"1113446","63.6","63.6","63.6"
"1116880","65.9","65.9","65.9"
"1118103","64.5","64.5","64.5"
"1119476","63","63","63"
"1120678","59.9","59.9","59.9"
"1121976","59.4","59.4","59.4"
"1125026","55.8","55.8","55.8"
"1126846","57.7","57.7","57.7"
"1127820","57.4","57.4","57.4"
"1130252","56.2","56.2","56.2"
"1133548","54.8","54.8","54.8"
"1135116","57.1","57.1","57.1"
"1136438","60.9","60.9","60.9"
"1138780","60.2","60.2","60.2"
"1140711","63","63","63"
"1144637","65.4","65.4","65.4"
"1146241","70.7","70.7","70.7"
"1147263","69.4","69.4","69.4"
"1147823","69.5","69.5","69.5"
"1149010","69.8","69.8","69.8"
"1150710","68.4","68.4","68.4"
"1151750","64.7","64.7","64.7"
"1152775","65.7","65.7","65.7"
"1154640","65.2","65.2","65.2"
"1154984","61.6","61.6","61.6"
"1156480","59.3","59.3","59.3"
"1158075","52.1","52.1","52.1"
"1160249","53.4","53.4","53.4"
"1161397","52.6","52.6","52.6"
"1161822","52.7","52.7","52.7"
"1163354","53.4","53.4","53.4"
"1164076","50.7","50.7","50.7"
"1165086","48.9","48.9","48.9"
"1167599","48.6","48.6","48.6"
"1168948","50.5","50.5","50.5"
"1169685","51.2","51.2","51.2"
"1170101","55.7","55.7","55.7"
"1172263","53.1","53.1","53.1"
"1174572","49.6","49.6","49.6"
"1175867","47.2","47.2","47.2"
"1177135","48.3","48.3","48.3"
"1178250","51","51","51"
"1179275","47.3","47.3","47.3"
"1180204","50.3","50.3","50.3"
"1181019","52.3","52.3","52.3"
"1181486","50.4","50.4","50.4"
"1182232","48.3","48.3","48.3"
"1184151","52.8","52.8","52.8"
"1185392","53.9","53.9","53.9"
"1187935","53.2","53.2","53.2"
"1190157","53.5","53.5","53.5"
"1191602","54.3","54.3","54.3"
"1192666","56.7","56.7","56.7"
"1195812","55.1","55.1","55.1"
"1197548","58.1","58.1","58.1"
"1201189","61.6","61.6","61.6"
"1202535","65.6","65.6","65.6"
"1203857","65.3","65.3","65.3"
"1205431","69.3","69.3","69.3"
"1207230","75.8","75.8","75.8"
"1208900","73.6","73.6","73.6"
"1209934","73.3","73.3","73.3"
"1211424","74.4","74.4","74.4"
"1213712","75.6","75.6","75.6"
"1216186","70.4","70.4","70.4"
"1218150","70.2","70.2","70.2"
"1219310","69.9","69.9","69.9"
"1222423","63.9","63.9","63.9"
"1224741","61.4","61.4","61.4"
"1225811","58.4","58.4","58.4"
"1227817","57.8","57.8","57.8"
"1228275","55.3","55.3","55.3"
"1230356","56.5","56.5","56.5"
"1231789","60.3","60.3","60.3"
"1233645","60.1","60.1","60.1"
"1236194","60.4","60.4","60.4"
"1238521","59.8","59.8","59.8"
"1241175","66.5","66.5","66.5"
"1243196","67","67","67"
"1244764","69.9","69.9","69.9"
"1245309","71.9","71.9","71.9"
"1246568","78.9","78.9","78.9"
"1247269","80.5","80.5","80.5"
"1248762","76.5","76.5","76.5"
"1249529","77.1","77.1","77.1"
"1250644","71.7","71.7","71.7"
"1251825","72.8","72.8","72.8"
"1252898","70.5","70.5","70.5"
"1254073","66.3","66.3","66.3"
"1254579","63.1","63.1","63.1"
"1256066","59.1","59.1","59.1"
"1258654","54.6","54.6","54.6"
"1259553","48.4","48.4","48.4"
"1261133","44.2","44.2","44.2"
"1262386","48.7","48.7","48.7"
"1263180","52.7","52.7","52.7"
"1263899","53.2","53.2","53.2"
"1264603","54","54","54"
"1269366","60.3","60.3","60.3"
"1270994","62.2","62.2","62.2"
"1271473","60.7","60.7","60.7"
"1272855","66.2","66.2","66.2"
"1273793","69.2","69.2","69.2"
"1275736","77.2","77.2","77.2"
"1277574","76.5","76.5","76.5"
"1278578","76.4","76.4","76.4"
"1280401","76.5","76.5","76.5"
"1284180","77.1","77.1","77.1"
"1285802","77.7","77.7","77.7"
"1286884","74.7","74.7","74.7"
"1288710","76","76","76"
"1290188","71.3","71.3","71.3"
"1292803","74.3","74.3","74.3"
"1296780","67","67","67"
"1297838","65.6","65.6","65.6"
"1298776","66","66","66"
"1300725","63.3","63.3","63.3"
"1301762","61","61","61"
"1304848","57.8","57.8","57.8"
"1305246","54.4","54.4","54.4"
"1308320","57.1","57.1","57.1"
"1309987","58.4","58.4","58.4"
"1310898","52.2","52.2","52.2"
"1311671","56.6","56.6","56.6"
"1312402","55.1","55.1","55.1"
"1314003","49.7","49.7","49.7"
"1316162","51.1","51.1","51.1"
"1317112","54.8","54.8","54.8"
"1319106","57.7","57.7","57.7"
"1320200","63.8","63.8","63.8"
"1321438","61","61","61"
"1325013","61","61","61"
"1326308","65.5","65.5","65.5"
"1328239","63.5","63.5","63.5"
"1329252","59.3","59.3","59.3"
"1330796","64.2","64.2","64.2"
"1334548","61","61","61"
"1335318","56.9","56.9","56.9"
"1338449","55.9","55.9","55.9"
"1339201","53.1","53.1","53.1"
"1341021","55.7","55.7","55.7"
"1344266","54.4","54.4","54.4"
"1345903","53.6","53.6","53.6"
"1349181","54.1","54.1","54.1"
"1352690","58.3","58.3","58.3"
"1354258","59","59","59"
"1354941","58.3","58.3","58.3"
"1356494","59.2","59.2","59.2"
"1358440","58","58","58"
"1361754","60.8","60.8","60.8"
"1364249","60.3","60.3","60.3"
"1366264","60.5","60.5","60.5"
"1367694","61.4","61.4","61.4"
"1368227","61.5","61.5","61.5"
"1369729","63.6","63.6","63.6"
"1371372","66","66","66"
"1373069","70.2","70.2","70.2"
"1374982","70.9","70.9","70.9"
"1375656","65.8","65.8","65.8"
"1377296","65.8","65.8","65.8"
"1379617","67.8","67.8","67.8"
"1380276","62.9","62.9","62.9"
"1380803","60.4","60.4","60.4"
"1381447","58.4","58.4","58.4"
"1383462","58.3","58.3","58.3"
"1386356","57.4","57.4","57.4"
"1388071","57.8","57.8","57.8"
"1390572","58.3","58.3","58.3"
"1393148","60.6","60.6","60.6"
"1393870","62.1","62.1","62.1"
"1394922","59.5","59.5","59.5"
"1396742","66","66","66"
"1400713","70.5","70.5","70.5"
"1403634","70.7","70.7","70.7"
"1405658","71.6","71.6","71.6"
"1408402","70.9","70.9","70.9"
"1410234","68.6","68.6","68.6"
"1410947","63.5","63.5","63.5"
"1411891","63.4","63.4","63.4"
"1413090","61.3","61.3","61.3"
"1413686","61.4","61.4","61.4"
"1414129","56","56","56"
"1417005","54.8","54.8","54.8"
"1417631","56.8","56.8","56.8"
"1418167","54.7","54.7","54.7"
"1419015","54.2","54.2","54.2"
"1419500","49.9","49.9","49.9"
"1424719","55","55","55"
"1427610","57.5","57.5","57.5"
"1429076","56.2","56.2","56.2"
"1430593","56.6","56.6","56.6"
"1431477","55.7","55.7","55.7"
"1431890","54.4","54.4","54.4"
"1437034","55.2","55.2","55.2"
"1437747","58.7","58.7","58.7"
"1438607","54.2","54.2","54.2"
"1441000","61.7","61.7","61.7"
"1445241","62.5","62.5","62.5"
"1446386","58.8","58.8","58.8"
"1448428","62.1","62.1","62.1"
"1449483","59.9","59.9","59.9"
"1454432","66","66","66"
"1455691","64.9","64.9","64.9"
"1457037","63.8","63.8","63.8"
"1458119","58.1","58.1","58.1"
"1460626","62.1","62.1","62.1"
"1461819","59","59","59"
"1463180","55","55","55"
"1464676","57.9","57.9","57.9"
"1465092","55.9","55.9","55.9"
"1465382","59.5","59.5","59.5"
"1468756","59","59","59"
"1469679","58.7","58.7","58.7"
"1471490","57.3","57.3","57.3"
"1473631","61.5","61.5","61.5"
"1475445","64.1","64.1","64.1"
"1476605","65.3","65.3","65.3"
"1479970","66.4","66.4","66.4"
"1481217","67.8","67.8","67.8"
"1483982","65.9","65.9","65.9"
"1485919","64.5","64.5","64.5"
"1487709","63","63","63"
"1488392","67.5","67.5","67.5"
"1491163","68.2","68.2","68.2"
"1493283","67.7","67.7","67.7"
"1494434","62.5","62.5","62.5"
"1496995","62.7","62.7","62.7"
"1498407","58.1","58.1","58.1"
"1500224","59.6","59.6","59.6"
"1501357","60.1","60.1","60.1"
"1501767","60.6","60.6","60.6"
"1503038","61.9","61.9","61.9"
"1504222","56.5","56.5","56.5"
"1505871","56.5","56.5","56.5"
"1507694","55.5","55.5","55.5"
"1508242","54.7","54.7","54.7"
"1509231","52.7","52.7","52.7"
"1509611","58.8","58.8","58.8"
"1510699","55.2","55.2","55.2"
"1513554","54.9","54.9","54.9"
"1515884","54.9","54.9","54.9"
"1518493","52.8","52.8","52.8"
"1520286","54.4","54.4","54.4"
"1522256","55.3","55.3","55.3"
"1523833","58.4","58.4","58.4"
"1525992","59.9","59.9","59.9"
"1528961","62.4","62.4","62.4"
"1530196","59.5","59.5","59.5"
"1531767","60.4","60.4","60.4"
"1533422","59","59","59"
"1534699","61.6","61.6","61.6"
"1535316","63.7","63.7","63.7"
"1536056","58.3","58.3","58.3"
"1537354","57.6","57.6","57.6"
"1538733","53.2","53.2","53.2"
"1539098","56.3","56.3","56.3"
"1539331","52.3","52.3","52.3"
"1543458","50.8","50.8","50.8"
"1546742","54.7","54.7","54.7"
"1548295","55.5","55.5","55.5"
"1549251","53.5","53.5","53.5"
"1551509","53.6","53.6","53.6"
"1551820","54","54","54"
"1552410","54.1","54.1","54.1"
"1554608","57.2","57.2","57.2"
"1557808","55.3","55.3","55.3"
"1560252","54.6","54.6","54.6"
"1561742","55.5","55.5","55.5"
"1563709","49.9","49.9","49.9"
"1564917","51.2","51.2","51.2"
"1565486","54.5","54.5","54.5"
"1567042","52.4","52.4","52.4"
"1568145","54.6","54.6","54.6"
"1569440","56.3","56.3","56.3"
"1570330","58.1","58.1","58.1"
"1573095","59.5","59.5","59.5"
"1573826","63","63","63"
"1574899","64.1","64.1","64.1"
"1575984","69.1","69.1","69.1"
"1577885","67.1","67.1","67.1"
"1579177","59.7","59.7","59.7"
"1582029","62.4","62.4","62.4"
"1582304","59.4","59.4","59.4"
"1584097","58","58","58"
"1586469","55.9","55.9","55.9"
"1587209","58","58","58"
"1589938","56.5","56.5","56.5"
"1592238","57.8","57.8","57.8"
"1594151","56.1","56.1","56.1"
"1597450","53.2","53.2","53.2"
"1598295","57.6","57.6","57.6"
"1599323","54.1","54.1","54.1"
"1600294","61.5","61.5","61.5"
"1601112","62.4","62.4","62.4"
"1601711","59.3","59.3","59.3"
"1602568","57.3","57.3","57.3"
"1603557","59","59","59"
"1604645","60.1","60.1","60.1"
"1605538","62.9","62.9","62.9"
"1607922","64.7","64.7","64.7"
"1609133","62.9","62.9","62.9"
"1609510","65.1","65.1","65.1"
"1609689","64","64","64"
"1611689","64.9","64.9","64.9"
"1613218","65.2","65.2","65.2"
"1616733","66.1","66.1","66.1"
"1617350","64.5","64.5","64.5"
"1619566","66.4","66.4","66.4"
