"Step","cosmic-field-350 - mean_reward","cosmic-field-350 - mean_reward__MIN","cosmic-field-350 - mean_reward__MAX"
"86802","6.1","6.1","6.1"
"86891","6.2","6.2","6.2"
"86986","5.2","5.2","5.2"
"87101","5.5","5.5","5.5"
"87232","5.6","5.6","5.6"
"87353","6","6","6"
"87444","5.7","5.7","5.7"
"87559","5.9","5.9","5.9"
"87656","5.5","5.5","5.5"
"87781","6","6","6"
"87886","5.2","5.2","5.2"
"87989","5.5","5.5","5.5"
"88092","6","6","6"
"88215","6","6","6"
"88310","5.1","5.1","5.1"
"88415","4.5","4.5","4.5"
"88530","4.6","4.6","4.6"
"88647","4.9","4.9","4.9"
"88736","4.7","4.7","4.7"
"88839","4.4","4.4","4.4"
"88940","4.4","4.4","4.4"
"89055","4.3","4.3","4.3"
"89174","4.5","4.5","4.5"
"89303","5.1","5.1","5.1"
"89394","5.3","5.3","5.3"
"89487","5.2","5.2","5.2"
"89630","6.1","6.1","6.1"
"89799","7.6","7.6","7.6"
"89932","8.6","8.6","8.6"
"90031","8.4","8.4","8.4"
"90216","9.6","9.6","9.6"
"90331","10.1","10.1","10.1"
"90442","9.9","9.9","9.9"
"90549","9.3","9.3","9.3"
"90650","9.4","9.4","9.4"
"90769","10.3","10.3","10.3"
"90872","9.3","9.3","9.3"
"90965","7.1","7.1","7.1"
"91064","6.2","6.2","6.2"
"91179","6.5","6.5","6.5"
"91368","7.6","7.6","7.6"
"91483","7.2","7.2","7.2"
"91616","7.7","7.7","7.7"
"91721","7.7","7.7","7.7"
"91824","8","8","8"
"91953","7.8","7.8","7.8"
"92052","8.1","8.1","8.1"
"92173","9","9","9"
"92262","8.8","8.8","8.8"
"92369","9","9","9"
"92468","6.6","6.6","6.6"
"92589","7","7","7"
"92688","6.2","6.2","6.2"
"92847","6.7","6.7","6.7"
"92936","6.1","6.1","6.1"
"93029","5.5","5.5","5.5"
"93168","6.1","6.1","6.1"
"93259","5.2","5.2","5.2"
"93382","6.2","6.2","6.2"
"93531","7","7","7"
"93638","7.1","7.1","7.1"
"93743","6.6","6.6","6.6"
"93848","6.6","6.6","6.6"
"93995","7","7","7"
"94120","7.8","7.8","7.8"
"94275","8.3","8.3","8.3"
"94366","7.3","7.3","7.3"
"94483","7.8","7.8","7.8"
"94618","7.8","7.8","7.8"
"94721","6.5","6.5","6.5"
"94826","6.6","6.6","6.6"
"94947","6.9","6.9","6.9"
"95108","8.1","8.1","8.1"
"95229","7.4","7.4","7.4"
"95336","7","7","7"
"95427","6.4","6.4","6.4"
"95536","6.6","6.6","6.6"
"95671","6.6","6.6","6.6"
"95800","6.4","6.4","6.4"
"95901","6.5","6.5","6.5"
"95998","6.5","6.5","6.5"
"96111","6.2","6.2","6.2"
"96214","5.3","5.3","5.3"
"96335","5.3","5.3","5.3"
"96446","5.3","5.3","5.3"
"96551","5.5","5.5","5.5"
"96672","5.9","5.9","5.9"
"96853","6.7","6.7","6.7"
"96996","7.2","7.2","7.2"
"97117","7.7","7.7","7.7"
"97206","7.4","7.4","7.4"
"97319","7.6","7.6","7.6"
"97420","7.3","7.3","7.3"
"97539","7.5","7.5","7.5"
"97634","7.2","7.2","7.2"
"97731","7.3","7.3","7.3"
"97822","6.7","6.7","6.7"
"97955","6.2","6.2","6.2"
"98052","5.2","5.2","5.2"
"98167","4.9","4.9","4.9"
"98268","5","5","5"
"98369","4.9","4.9","4.9"
"98504","5.8","5.8","5.8"
"98613","5.5","5.5","5.5"
"98730","6","6","6"
"98823","5.5","5.5","5.5"
"98930","5.7","5.7","5.7"
"99113","6.9","6.9","6.9"
"99220","7.2","7.2","7.2"
"99353","7.7","7.7","7.7"
"99446","7.6","7.6","7.6"
"99533","7.1","7.1","7.1"
"99776","10.6","10.6","10.6"
"99855","10.1","10.1","10.1"
"99980","9.9","9.9","9.9"
"100095","10.7","10.7","10.7"
"100182","10.2","10.2","10.2"
"100301","8.9","8.9","8.9"
"100412","8.9","8.9","8.9"
"100503","7.8","7.8","7.8"
"100598","8.1","8.1","8.1"
"100705","8.7","8.7","8.7"
"100824","4.7","4.7","4.7"
"100937","4.6","4.6","4.6"
"101038","4.4","4.4","4.4"
"101139","4.2","4.2","4.2"
"101252","5","5","5"
"101359","4.8","4.8","4.8"
"101464","4.7","4.7","4.7"
"101577","5.4","5.4","5.4"
"101684","5.5","5.5","5.5"
"101809","5.4","5.4","5.4"
"101922","5.3","5.3","5.3"
"102037","5.8","5.8","5.8"
"102144","5.9","5.9","5.9"
"102257","5.9","5.9","5.9"
"102370","5.9","5.9","5.9"
"102489","6","6","6"
"102602","5.9","5.9","5.9"
"102711","5.8","5.8","5.8"
"102818","5.7","5.7","5.7"
"102911","5.4","5.4","5.4"
"102996","5","5","5"
"103119","5.6","5.6","5.6"
"103214","5.3","5.3","5.3"
"103339","5.8","5.8","5.8"
"103432","5","5","5"
"103565","5.4","5.4","5.4"
"103670","5.4","5.4","5.4"
"103773","5.3","5.3","5.3"
"103882","5.4","5.4","5.4"
"104007","6.1","6.1","6.1"
"104090","5.9","5.9","5.9"
"104185","5","5","5"
"104282","5.3","5.3","5.3"
"104387","4.9","4.9","4.9"
"104498","5.6","5.6","5.6"
"104617","5","5","5"
"104708","4.6","4.6","4.6"
"104809","4.3","4.3","4.3"
"104898","3.8","3.8","3.8"
"105007","3","3","3"
"105100","3.2","3.2","3.2"
"105229","4","4","4"
"105324","3.9","3.9","3.9"
"105457","4","4","4"
"105586","3.9","3.9","3.9"
"105687","3.8","3.8","3.8"
"105802","4.4","4.4","4.4"
"105899","4.7","4.7","4.7"
"105998","4.9","4.9","4.9"
"106183","6.7","6.7","6.7"
"106304","7.1","7.1","7.1"
"106409","6.7","6.7","6.7"
"106512","6.3","6.3","6.3"
"106663","6.7","6.7","6.7"
"106786","6.9","6.9","6.9"
"106895","7.4","7.4","7.4"
"107014","7.4","7.4","7.4"
"107147","8.3","8.3","8.3"
"107244","8.4","8.4","8.4"
"107355","7","7","7"
"107484","7.5","7.5","7.5"
"107595","7.4","7.4","7.4"
"107712","7.9","7.9","7.9"
"107817","7.1","7.1","7.1"
"107896","6.4","6.4","6.4"
"108021","6.5","6.5","6.5"
"108110","5.9","5.9","5.9"
"108251","5.8","5.8","5.8"
"108396","6.9","6.9","6.9"
"108497","6.8","6.8","6.8"
"108636","7","7","7"
"108741","6.9","6.9","6.9"
"108860","7.2","7.2","7.2"
"108959","6.8","6.8","6.8"
"109142","8.3","8.3","8.3"
"109287","8.2","8.2","8.2"
"109404","8.8","8.8","8.8"
"109501","7.7","7.7","7.7"
"109668","7.2","7.2","7.2"
"109893","10.3","10.3","10.3"
"109974","9","9","9"
"110071","8.6","8.6","8.6"
"110180","8.1","8.1","8.1"
"110265","8.2","8.2","8.2"
"110386","7.5","7.5","7.5"
"110549","8.7","8.7","8.7"
"110648","8.4","8.4","8.4"
"110773","9.3","9.3","9.3"
"110872","8.7","8.7","8.7"
"111001","6.1","6.1","6.1"
"111102","6.5","6.5","6.5"
"111209","6.8","6.8","6.8"
"111294","6.5","6.5","6.5"
"111393","6.6","6.6","6.6"
"111504","6.2","6.2","6.2"
"111599","4.3","4.3","4.3"
"111694","4.3","4.3","4.3"
"111793","3.6","3.6","3.6"
"111914","3.7","3.7","3.7"
"112017","3.1","3.1","3.1"
"112218","4.9","4.9","4.9"
"112307","4.9","4.9","4.9"
"112430","6","6","6"
"112549","6.5","6.5","6.5"
"112726","7.9","7.9","7.9"
"112849","8.5","8.5","8.5"
"112946","8.7","8.7","8.7"
"113083","9.6","9.6","9.6"
"113182","9.5","9.5","9.5"
"113317","10.5","10.5","10.5"
"113414","8.8","8.8","8.8"
"113543","9.5","9.5","9.5"
"113672","9.5","9.5","9.5"
"113773","9.3","9.3","9.3"
"113960","10.1","10.1","10.1"
"114055","9.6","9.6","9.6"
"114162","9.7","9.7","9.7"
"114271","8.7","8.7","8.7"
"114396","9.3","9.3","9.3"
"114523","8.7","8.7","8.7"
"114614","8.3","8.3","8.3"
"114763","8.5","8.5","8.5"
"114872","8","8","8"
"115035","9.2","9.2","9.2"
"115114","6.6","6.6","6.6"
"115211","6.7","6.7","6.7"
"115356","7.3","7.3","7.3"
"115445","7.1","7.1","7.1"
"115540","6.3","6.3","6.3"
"115661","6.5","6.5","6.5"
"115758","6.6","6.6","6.6"
"115863","6","6","6"
"115962","5.7","5.7","5.7"
"116079","4.8","4.8","4.8"
"116184","5.4","5.4","5.4"
"116295","5.6","5.6","5.6"
"116446","6.2","6.2","6.2"
"116559","6.7","6.7","6.7"
"116676","7.2","7.2","7.2"
"116853","8.7","8.7","8.7"
"116940","8.6","8.6","8.6"
"117045","8.5","8.5","8.5"
"117160","9.1","9.1","9.1"
"117249","8.5","8.5","8.5"
"117424","9.3","9.3","9.3"
"117535","9.4","9.4","9.4"
"117752","9.7","9.7","9.7"
"117877","9.9","9.9","9.9"
"117986","9.8","9.8","9.8"
"118095","7.9","7.9","7.9"
"118196","8.2","8.2","8.2"
"118299","8","8","8"
"118452","8.1","8.1","8.1"
"118541","8.2","8.2","8.2"
"118668","7.7","7.7","7.7"
"118847","9.6","9.6","9.6"
"118966","8.4","8.4","8.4"
"119093","8.8","8.8","8.8"
"119212","8.8","8.8","8.8"
"119361","9.5","9.5","9.5"
"119474","9.9","9.9","9.9"
"119581","10.2","10.2","10.2"
"119704","10","10","10"
"119789","9.8","9.8","9.8"
"119926","9.9","9.9","9.9"
"120041","7.9","7.9","7.9"
"120146","7.5","7.5","7.5"
"120271","7.4","7.4","7.4"
"120430","8.1","8.1","8.1"
"120533","7.1","7.1","7.1"
"120650","7.5","7.5","7.5"
"120791","8.1","8.1","8.1"
"120880","7.5","7.5","7.5"
"121005","8.5","8.5","8.5"
"121088","7.6","7.6","7.6"
"121199","7.6","7.6","7.6"
"121320","7.6","7.6","7.6"
"121443","7.4","7.4","7.4"
"121556","6.8","6.8","6.8"
"121713","7.8","7.8","7.8"
"121818","7.2","7.2","7.2"
"121915","6.4","6.4","6.4"
"122040","7.3","7.3","7.3"
"122135","6.6","6.6","6.6"
"122244","6.7","6.7","6.7"
"122369","6.9","6.9","6.9"
"122548","7.7","7.7","7.7"
"122687","8.1","8.1","8.1"
"122848","9.1","9.1","9.1"
"123063","10.2","10.2","10.2"
"123170","10.2","10.2","10.2"
"123269","10","10","10"
"123412","10.6","10.6","10.6"
"123517","11","11","11"
"123616","11.1","11.1","11.1"
"123749","11.5","11.5","11.5"
"123872","11.2","11.2","11.2"
"123959","9.9","9.9","9.9"
"124092","9.3","9.3","9.3"
"124177","7.1","7.1","7.1"
"124312","7.6","7.6","7.6"
"124433","8.2","8.2","8.2"
"124572","8","8","8"
"124693","8","8","8"
"124794","7.6","7.6","7.6"
"124875","6.4","6.4","6.4"
"124960","5.5","5.5","5.5"
"125071","6.2","6.2","6.2"
"125236","6.8","6.8","6.8"
"125343","7.5","7.5","7.5"
"125428","6.7","6.7","6.7"
"125529","6.4","6.4","6.4"
"125634","5.4","5.4","5.4"
"125737","5.1","5.1","5.1"
"125840","5.7","5.7","5.7"
"125987","7.2","7.2","7.2"
"126090","7.6","7.6","7.6"
"126191","7.2","7.2","7.2"
"126306","6.5","6.5","6.5"
"126409","6","6","6"
"126534","6.6","6.6","6.6"
"126631","6.5","6.5","6.5"
"126828","7.6","7.6","7.6"
"126957","8.4","8.4","8.4"
"127076","8.6","8.6","8.6"
"127159","7.2","7.2","7.2"
"127382","9","9","9"
"127475","9","9","9"
"127574","8.3","8.3","8.3"
"127665","8.3","8.3","8.3"
"127760","7.7","7.7","7.7"
"127919","8.9","8.9","8.9"
"128018","7.8","7.8","7.8"
"128141","7.7","7.7","7.7"
"128232","7.1","7.1","7.1"
"128347","7.9","7.9","7.9"
"128456","5.9","5.9","5.9"
"128589","6.7","6.7","6.7"
"128716","7.1","7.1","7.1"
"128801","6.9","6.9","6.9"
"128882","6.6","6.6","6.6"
"128997","5.7","5.7","5.7"
"129114","5.9","5.9","5.9"
"129231","5.5","5.5","5.5"
"129324","5.5","5.5","5.5"
"129427","4.8","4.8","4.8"
"129540","5.2","5.2","5.2"
"129663","4.9","4.9","4.9"
"129766","4.7","4.7","4.7"
"129851","4.7","4.7","4.7"
"129960","5.3","5.3","5.3"
"130075","5.1","5.1","5.1"
"130168","4.7","4.7","4.7"
"130271","4.4","4.4","4.4"
"130368","4.5","4.5","4.5"
"130459","4.6","4.6","4.6"
"130610","5.5","5.5","5.5"
"130765","6","6","6"
"130856","5.9","5.9","5.9"
"130957","5.9","5.9","5.9"
"131050","5.6","5.6","5.6"
"131147","5.5","5.5","5.5"
"131254","5.7","5.7","5.7"
"131353","5.7","5.7","5.7"
"131448","5.7","5.7","5.7"
"131599","6.7","6.7","6.7"
"131688","5.3","5.3","5.3"
"131797","4.8","4.8","4.8"
"131896","4.8","4.8","4.8"
"131987","4.9","4.9","4.9"
"132134","5.7","5.7","5.7"
"132221","5.4","5.4","5.4"
"132308","4.9","4.9","4.9"
"132487","7.5","7.5","7.5"
"132630","7.9","7.9","7.9"
"132759","7.2","7.2","7.2"
"132858","7.3","7.3","7.3"
"132975","7.1","7.1","7.1"
"133098","7.5","7.5","7.5"
"133309","10.1","10.1","10.1"
"133412","9.4","9.4","9.4"
"133519","9.8","9.8","9.8"
"133636","10.7","10.7","10.7"
"133725","7.8","7.8","7.8"
"133826","7.7","7.7","7.7"
"133915","7.4","7.4","7.4"
"134024","7.9","7.9","7.9"
"134143","8","8","8"
"134316","7.8","7.8","7.8"
"134401","5","5","5"
"134510","5.2","5.2","5.2"
"134611","5.1","5.1","5.1"
"134748","5.5","5.5","5.5"
"134873","6.3","6.3","6.3"
"134984","6.2","6.2","6.2"
"135079","6.2","6.2","6.2"
"135192","6","6","6"
"135295","5.8","5.8","5.8"
"135386","5.4","5.4","5.4"
"135483","5.8","5.8","5.8"
"135606","6.1","6.1","6.1"
"135735","6.6","6.6","6.6"
"135860","6.2","6.2","6.2"
"135967","5.8","5.8","5.8"
"136102","6.3","6.3","6.3"
"136203","6.4","6.4","6.4"
"136326","6.8","6.8","6.8"
"136423","6.7","6.7","6.7"
"136530","7.2","7.2","7.2"
"136639","7.2","7.2","7.2"
"136740","6.6","6.6","6.6"
"136839","5.8","5.8","5.8"
"136930","5.2","5.2","5.2"
"137029","5","5","5"
"137120","4","4","4"
"137297","5.2","5.2","5.2"
"137396","4.5","4.5","4.5"
"137499","4.6","4.6","4.6"
"137600","4.3","4.3","4.3"
"137709","4.3","4.3","4.3"
"137836","5","5","5"
"137925","5.1","5.1","5.1"
"138014","5","5","5"
"138119","5","5","5"
"138246","6.1","6.1","6.1"
"138405","5.6","5.6","5.6"
"138514","6.1","6.1","6.1"
"138611","5.9","5.9","5.9"
"138726","5.7","5.7","5.7"
"138865","6.6","6.6","6.6"
"139054","7.7","7.7","7.7"
"139169","8.3","8.3","8.3"
"139266","8.3","8.3","8.3"
"139361","8.1","8.1","8.1"
"139484","8","8","8"
"139669","8.3","8.3","8.3"
"139832","9.4","9.4","9.4"
"139943","9.5","9.5","9.5"
"140070","10.2","10.2","10.2"
"140167","9.3","9.3","9.3"
"140266","7.5","7.5","7.5"
"140377","7.4","7.4","7.4"
"140502","8.3","8.3","8.3"
"140583","8.1","8.1","8.1"
"140684","7.2","7.2","7.2"
"140791","6.4","6.4","6.4"
"140906","5.3","5.3","5.3"
"141005","5.6","5.6","5.6"
"141130","5.5","5.5","5.5"
"141241","5.8","5.8","5.8"
"141384","7","7","7"
"141527","7.7","7.7","7.7"
"141650","6.8","6.8","6.8"
"141783","7.7","7.7","7.7"
"141910","8.5","8.5","8.5"
"142017","8.5","8.5","8.5"
"142122","8.3","8.3","8.3"
"142219","8.2","8.2","8.2"
"142324","7.9","7.9","7.9"
"142455","8.3","8.3","8.3"
"142618","9.2","9.2","9.2"
"142705","7.8","7.8","7.8"
"142808","7.7","7.7","7.7"
"142921","7.1","7.1","7.1"
"143012","6.4","6.4","6.4"
"143137","6.8","6.8","6.8"
"143290","7.9","7.9","7.9"
"143387","7.7","7.7","7.7"
"143484","7.6","7.6","7.6"
"143575","6.7","6.7","6.7"
"143682","4.9","4.9","4.9"
"143797","5.5","5.5","5.5"
"143894","5.8","5.8","5.8"
"144001","5.9","5.9","5.9"
"144084","5.7","5.7","5.7"
"144203","5.1","5.1","5.1"
"144308","4.1","4.1","4.1"
"144429","4.6","4.6","4.6"
"144558","5.3","5.3","5.3"
"144665","5.9","5.9","5.9"
"144746","5.3","5.3","5.3"
"144843","5.1","5.1","5.1"
"144966","5.5","5.5","5.5"
"145081","5.8","5.8","5.8"
"145190","6.5","6.5","6.5"
"145305","6.9","6.9","6.9"
"145468","7.8","7.8","7.8"
"145577","7.5","7.5","7.5"
"145714","7.7","7.7","7.7"
"145881","8.9","8.9","8.9"
"146004","10","10","10"
"146119","10.4","10.4","10.4"
"146286","11.4","11.4","11.4"
"146399","11.1","11.1","11.1"
"146512","11.1","11.1","11.1"
"146627","11.1","11.1","11.1"
"146808","11.9","11.9","11.9"
"146957","12.6","12.6","12.6"
"147074","12","12","12"
"147197","10.7","10.7","10.7"
"147338","10.8","10.8","10.8"
"147489","11.6","11.6","11.6"
"147630","10.9","10.9","10.9"
"147755","11.2","11.2","11.2"
"147868","11.1","11.1","11.1"
"147965","10.6","10.6","10.6"
"148068","8.6","8.6","8.6"
"148181","8.2","8.2","8.2"
"148348","9.7","9.7","9.7"
"148467","9.9","9.9","9.9"
"148584","9.4","9.4","9.4"
"148677","8.1","8.1","8.1"
"148816","8.2","8.2","8.2"
"148929","8.3","8.3","8.3"
"149052","8.6","8.6","8.6"
"149197","9.3","9.3","9.3"
"149290","9.3","9.3","9.3"
"149415","9.3","9.3","9.3"
"149568","8.7","8.7","8.7"
"149705","8.9","8.9","8.9"
"149796","8.5","8.5","8.5"
"149913","8.8","8.8","8.8"
"150020","8","8","8"
"150111","7.5","7.5","7.5"
"150326","8.9","8.9","8.9"
"150495","10","10","10"
"150582","9.7","9.7","9.7"
"150687","9.1","9.1","9.1"
"150798","8.3","8.3","8.3"
"150929","8","8","8"
"151020","8","8","8"
"151125","7.9","7.9","7.9"
"151220","7.8","7.8","7.8"
"151359","8.7","8.7","8.7"
"151456","6.9","6.9","6.9"
"151537","4.8","4.8","4.8"
"151672","5.8","5.8","5.8"
"151787","6.3","6.3","6.3"
"151910","6.4","6.4","6.4"
"152077","7.3","7.3","7.3"
"152206","8","8","8"
"152359","8.7","8.7","8.7"
"152466","9.1","9.1","9.1"
"152597","9.2","9.2","9.2"
"152770","10.1","10.1","10.1"
"152855","10.3","10.3","10.3"
"152958","9.7","9.7","9.7"
"153159","12.7","12.7","12.7"
"153308","13.1","13.1","13.1"
"153391","11.6","11.6","11.6"
"153582","12.9","12.9","12.9"
"153699","12.6","12.6","12.6"
"153810","12.4","12.4","12.4"
"153923","11.8","11.8","11.8"
"154024","10.8","10.8","10.8"
"154163","12.1","12.1","12.1"
"154280","12.5","12.5","12.5"
"154381","9.3","9.3","9.3"
"154480","8.4","8.4","8.4"
"154581","8.5","8.5","8.5"
"154684","6.5","6.5","6.5"
"154799","6.4","6.4","6.4"
"154890","6","6","6"
"154989","5.6","5.6","5.6"
"155164","7.2","7.2","7.2"
"155273","6.2","6.2","6.2"
"155416","6.8","6.8","6.8"
"155507","6.7","6.7","6.7"
"155604","6.6","6.6","6.6"
"155727","6.5","6.5","6.5"
"155852","7","7","7"
"155939","6.3","6.3","6.3"
"156060","7","7","7"
"156175","7.2","7.2","7.2"
"156268","5.4","5.4","5.4"
"156355","5","5","5"
"156464","4.3","4.3","4.3"
"156579","4.7","4.7","4.7"
"156692","5.2","5.2","5.2"
"156807","5.9","5.9","5.9"
"156916","5.7","5.7","5.7"
"157063","7.2","7.2","7.2"
"157164","7","7","7"
"157259","6.7","6.7","6.7"
"157376","7.2","7.2","7.2"
"157463","7.2","7.2","7.2"
"157590","7.3","7.3","7.3"
"157735","8.1","8.1","8.1"
"157862","8.3","8.3","8.3"
"157979","8.3","8.3","8.3"
"158100","8.6","8.6","8.6"
"158293","9","9","9"
"158390","8.7","8.7","8.7"
"158517","9.1","9.1","9.1"
"158608","8.5","8.5","8.5"
"158745","9.2","9.2","9.2"
"158874","9.5","9.5","9.5"
"159013","9.1","9.1","9.1"
"159108","8.7","8.7","8.7"
"159213","8.1","8.1","8.1"
"159352","8.6","8.6","8.6"
"159477","7.6","7.6","7.6"
"159584","7.6","7.6","7.6"
"159703","8","8","8"
"159818","8.8","8.8","8.8"
"159919","8.4","8.4","8.4"
"160018","7.6","7.6","7.6"
"160139","7.2","7.2","7.2"
"160224","6.8","6.8","6.8"
"160377","7.6","7.6","7.6"
"160466","6.4","6.4","6.4"
"160671","8.7","8.7","8.7"
"160760","8.6","8.6","8.6"
"160881","8.5","8.5","8.5"
"161008","8.6","8.6","8.6"
"161099","8.4","8.4","8.4"
"161200","8.6","8.6","8.6"
"161313","8.3","8.3","8.3"
"161416","8.6","8.6","8.6"
"161523","8.2","8.2","8.2"
"161676","9.4","9.4","9.4"
"161797","7.2","7.2","7.2"
"161924","8","8","8"
"162091","9.3","9.3","9.3"
"162224","9.3","9.3","9.3"
"162407","11.5","11.5","11.5"
"162530","11.6","11.6","11.6"
"162651","11.8","11.8","11.8"
"162746","11.7","11.7","11.7"
"162827","11","11","11"
"162940","10","10","10"
"163041","9.2","9.2","9.2"
"163144","8.6","8.6","8.6"
"163285","7.6","7.6","7.6"
"163394","7.1","7.1","7.1"
"163553","6.4","6.4","6.4"
"163644","5.9","5.9","5.9"
"163759","5.6","5.6","5.6"
"163864","5.6","5.6","5.6"
"163991","6.6","6.6","6.6"
"164114","7.1","7.1","7.1"
"164203","6.8","6.8","6.8"
"164408","10.9","10.9","10.9"
"164591","12.8","12.8","12.8"
"164706","13.2","13.2","13.2"
"164835","12.7","12.7","12.7"
"164938","13","13","13"
"165067","13.7","13.7","13.7"
"165182","13.9","13.9","13.9"
"165261","12.9","12.9","12.9"
"165352","12.2","12.2","12.2"
"165509","14.8","14.8","14.8"
"165620","11","11","11"
"165715","8.2","8.2","8.2"
"165796","7.4","7.4","7.4"
"165901","6.6","6.6","6.6"
"166000","6.4","6.4","6.4"
"166121","6.2","6.2","6.2"
"166206","5.7","5.7","5.7"
"166291","5.8","5.8","5.8"
"166402","6.1","6.1","6.1"
"166555","5.5","5.5","5.5"
"166660","5.2","5.2","5.2"
"166781","5.7","5.7","5.7"
"166878","5.8","5.8","5.8"
"166973","5.6","5.6","5.6"
"167078","5.7","5.7","5.7"
"167227","5.9","5.9","5.9"
"167346","6.5","6.5","6.5"
"167499","7.6","7.6","7.6"
"167698","9","9","9"
"167777","7.1","7.1","7.1"
"167972","9.6","9.6","9.6"
"168101","10","10","10"
"168222","10.5","10.5","10.5"
"168335","10.9","10.9","10.9"
"168432","10.8","10.8","10.8"
"168549","10.4","10.4","10.4"
"168702","11.1","11.1","11.1"
"168895","13.5","13.5","13.5"
"168992","11.9","11.9","11.9"
"169089","11.9","11.9","11.9"
"169204","9.9","9.9","9.9"
"169289","8.7","8.7","8.7"
"169394","8.7","8.7","8.7"
"169489","8.5","8.5","8.5"
"169620","9.3","9.3","9.3"
"169723","9","9","9"
"169816","7.9","7.9","7.9"
"169947","5.4","5.4","5.4"
"170050","5.3","5.3","5.3"
"170219","6.9","6.9","6.9"
"170324","6.5","6.5","6.5"
"170463","7.9","7.9","7.9"
"170562","7.4","7.4","7.4"
"170729","8.7","8.7","8.7"
"170898","9.9","9.9","9.9"
"171021","10.4","10.4","10.4"
"171190","12.8","12.8","12.8"
"171321","12.7","12.7","12.7"
"171424","12.9","12.9","12.9"
"171529","11.9","11.9","11.9"
"171620","11.7","11.7","11.7"
"171795","12.6","12.6","12.6"
"171914","12.8","12.8","12.8"
"172087","12.7","12.7","12.7"
"172186","10.8","10.8","10.8"
"172307","10.6","10.6","10.6"
"172480","9.2","9.2","9.2"
"172597","9.1","9.1","9.1"
"172710","9.3","9.3","9.3"
"172813","9.3","9.3","9.3"
"172958","10.2","10.2","10.2"
"173065","8.6","8.6","8.6"
"173186","9","9","9"
"173289","7.8","7.8","7.8"
"173418","8.6","8.6","8.6"
"173535","8.5","8.5","8.5"
"173650","8","8","8"
"173787","8","8","8"
"173880","7.8","7.8","7.8"
"174017","8.1","8.1","8.1"
"174124","7.5","7.5","7.5"
"174241","7.3","7.3","7.3"
"174364","7.5","7.5","7.5"
"174481","7.9","7.9","7.9"
"174656","9.3","9.3","9.3"
"174795","9.9","9.9","9.9"
"174922","10.2","10.2","10.2"
"175025","9.9","9.9","9.9"
"175140","10","10","10"
"175247","9.4","9.4","9.4"
"175412","10.4","10.4","10.4"
"175575","11.4","11.4","11.4"
"175726","11.3","11.3","11.3"
"175905","14.4","14.4","14.4"
"176012","12.1","12.1","12.1"
"176155","11.8","11.8","11.8"
"176262","11.1","11.1","11.1"
"176389","11.4","11.4","11.4"
"176518","11.9","11.9","11.9"
"176619","11.9","11.9","11.9"
"176702","10.3","10.3","10.3"
"176879","11.7","11.7","11.7"
"177008","11.7","11.7","11.7"
"177119","8.3","8.3","8.3"
"177222","8.2","8.2","8.2"
"177331","7.6","7.6","7.6"
"177452","8.2","8.2","8.2"
"177593","8.7","8.7","8.7"
"177700","8.3","8.3","8.3"
"177793","8.2","8.2","8.2"
"177884","8.6","8.6","8.6"
"177981","6","6","6"
"178152","6.9","6.9","6.9"
"178309","8.1","8.1","8.1"
"178434","8.9","8.9","8.9"
"178557","9.3","9.3","9.3"
"178680","9.3","9.3","9.3"
"178779","8.2","8.2","8.2"
"178882","8","8","8"
"178969","7.8","7.8","7.8"
"179074","7.8","7.8","7.8"
"179179","7.9","7.9","7.9"
"179270","6.3","6.3","6.3"
"179427","5.8","5.8","5.8"
"179642","8.6","8.6","8.6"
"179747","8.4","8.4","8.4"
"179840","7.8","7.8","7.8"
"179933","7.9","7.9","7.9"
"180082","8.9","8.9","8.9"
"180185","9.3","9.3","9.3"
"180292","9.3","9.3","9.3"
"180409","9.7","9.7","9.7"
"180528","10.3","10.3","10.3"
"180635","9.8","9.8","9.8"
"180730","6.3","6.3","6.3"
"180845","6.4","6.4","6.4"
"181016","9.4","9.4","9.4"
"181139","9.9","9.9","9.9"
"181256","9.3","9.3","9.3"
"181369","9.5","9.5","9.5"
"181582","10.8","10.8","10.8"
"181679","10.4","10.4","10.4"
"181778","10.1","10.1","10.1"
"181993","12.6","12.6","12.6"
"182220","15.4","15.4","15.4"
"182301","14.7","14.7","14.7"
"182424","12.1","12.1","12.1"
"182527","11.6","11.6","11.6"
"182638","11.3","11.3","11.3"
"182733","10.9","10.9","10.9"
"182856","10","10","10"
"182971","10.3","10.3","10.3"
"183070","10.1","10.1","10.1"
"183203","8.1","8.1","8.1"
"183356","6.5","6.5","6.5"
"183493","7.6","7.6","7.6"
"183600","7.3","7.3","7.3"
"183701","7.5","7.5","7.5"
"183884","9.3","9.3","9.3"
"183989","9.7","9.7","9.7"
"184080","9","9","9"
"184197","8.7","8.7","8.7"
"184310","9.1","9.1","9.1"
"184465","9.2","9.2","9.2"
"184588","8.7","8.7","8.7"
"184751","8.6","8.6","8.6"
"184846","8.3","8.3","8.3"
"184993","8.8","8.8","8.8"
"185122","7.6","7.6","7.6"
"185225","7.5","7.5","7.5"
"185314","7.5","7.5","7.5"
"185405","7.4","7.4","7.4"
"185516","7.4","7.4","7.4"
"185641","6.9","6.9","6.9"
"185720","6","6","6"
"185923","7.9","7.9","7.9"
"186066","9","9","9"
"186231","9.2","9.2","9.2"
"186344","8.9","8.9","8.9"
"186437","8.4","8.4","8.4"
"186528","8.5","8.5","8.5"
"186653","8.9","8.9","8.9"
"186768","9","9","9"
"186865","8.5","8.5","8.5"
