"Step","cosmic-field-350 - mean_reward","cosmic-field-350 - mean_reward__MIN","cosmic-field-350 - mean_reward__MAX"
"569786","45.2","45.2","45.2"
"570033","51.1","51.1","51.1"
"570294","51.7","51.7","51.7"
"570513","57.2","57.2","57.2"
"570828","62.5","62.5","62.5"
"571025","58.6","58.6","58.6"
"571248","58.4","58.4","58.4"
"571477","58.5","58.5","58.5"
"571686","56.9","56.9","56.9"
"571857","52.6","52.6","52.6"
"572076","53","53","53"
"572213","45.7","45.7","45.7"
"572436","45.8","45.8","45.8"
"572645","46.1","46.1","46.1"
"572926","42.2","42.2","42.2"
"573171","46.3","46.3","46.3"
"573350","43.6","43.6","43.6"
"573555","41","41","41"
"573818","46.5","46.5","46.5"
"573943","45.5","45.5","45.5"
"574090","40.4","40.4","40.4"
"574299","44.5","44.5","44.5"
"574478","42.7","42.7","42.7"
"574735","44.5","44.5","44.5"
"575002","50","50","50"
"575245","49.2","49.2","49.2"
"575532","54.3","54.3","54.3"
"575739","54.2","54.2","54.2"
"575892","47.9","47.9","47.9"
"576023","48.3","48.3","48.3"
"576280","55.4","55.4","55.4"
"576419","51.6","51.6","51.6"
"576710","53.2","53.2","53.2"
"576889","48.2","48.2","48.2"
"577284","47.2","47.2","47.2"
"577545","44.3","44.3","44.3"
"577744","38.4","38.4","38.4"
"577977","41.2","41.2","41.2"
"578234","49.2","49.2","49.2"
"578501","54.7","54.7","54.7"
"578614","46.8","46.8","46.8"
"578773","46.8","46.8","46.8"
"578904","42.7","42.7","42.7"
"579177","46","46","46"
"579374","42.8","42.8","42.8"
"579631","50.4","50.4","50.4"
"579928","54.3","54.3","54.3"
"580055","49.3","49.3","49.3"
"580274","45.2","45.2","45.2"
"580547","44","44","44"
"580728","46.1","46.1","46.1"
"580919","46.7","46.7","46.7"
"581210","55.5","55.5","55.5"
"581445","54.3","54.3","54.3"
"581630","51.4","51.4","51.4"
"581727","40.5","40.5","40.5"
"581898","36.3","36.3","36.3"
"582161","39.7","39.7","39.7"
"582488","43.2","43.2","43.2"
"582779","44.6","44.6","44.6"
"583040","49.5","49.5","49.5"
"583253","50.8","50.8","50.8"
"583588","49.9","49.9","49.9"
"583825","51.6","51.6","51.6"
"583950","50.2","50.2","50.2"
"584169","55.1","55.1","55.1"
"584282","52.8","52.8","52.8"
"584463","50.9","50.9","50.9"
"584652","44.2","44.2","44.2"
"584893","45.2","45.2","45.2"
"585174","46.3","46.3","46.3"
"585319","44.5","44.5","44.5"
"585502","38.5","38.5","38.5"
"585745","37.2","37.2","37.2"
"586120","42.7","42.7","42.7"
"586339","41.4","41.4","41.4"
"586520","44.6","44.6","44.6"
"586681","44.1","44.1","44.1"
"587008","49.3","49.3","49.3"
"587227","47.4","47.4","47.4"
"587374","39.6","39.6","39.6"
"587507","39.3","39.3","39.3"
"587646","37.9","37.9","37.9"
"588045","41.5","41.5","41.5"
"588266","38.4","38.4","38.4"
"588519","39","39","39"
"588726","41.3","41.3","41.3"
"589025","44.8","44.8","44.8"
"589236","39.7","39.7","39.7"
"589475","37.2","37.2","37.2"
"589572","36.8","36.8","36.8"
"589851","41.3","41.3","41.3"
"589972","41.2","41.2","41.2"
"590239","39.5","39.5","39.5"
"590470","43.7","43.7","43.7"
"590711","46.3","46.3","46.3"
"590944","47.2","47.2","47.2"
"591121","44.1","44.1","44.1"
"591330","48.5","48.5","48.5"
"591453","46.1","46.1","46.1"
"591700","51.6","51.6","51.6"
"591923","50.8","50.8","50.8"
"592156","58","58","58"
"592387","57.1","57.1","57.1"
"592628","54.8","54.8","54.8"
"592821","50.1","50.1","50.1"
"593030","45.7","45.7","45.7"
"593319","53.1","53.1","53.1"
"593480","48","48","48"
"593723","50.4","50.4","50.4"
"593962","49.3","49.3","49.3"
"594077","45.2","45.2","45.2"
"594252","39.5","39.5","39.5"
"594755","38.5","38.5","38.5"
"595016","42.7","42.7","42.7"
"595211","44.3","44.3","44.3"
"595388","44.6","44.6","44.6"
"595567","38.3","38.3","38.3"
"595806","42.9","42.9","42.9"
"595977","41.4","41.4","41.4"
"596104","37.6","37.6","37.6"
"596259","38.9","38.9","38.9"
"596438","38.7","38.7","38.7"
"596651","36.4","36.4","36.4"
"596852","33.2","33.2","33.2"
"597091","38","38","38"
"597304","38.5","38.5","38.5"
"597425","36.1","36.1","36.1"
"597550","31.3","31.3","31.3"
"597741","32.8","32.8","32.8"
"597916","34.5","34.5","34.5"
"598119","38.5","38.5","38.5"
"598360","42.6","42.6","42.6"
"598675","49.7","49.7","49.7"
"598852","47.3","47.3","47.3"
"599127","45.6","45.6","45.6"
"599346","45.5","45.5","45.5"
"599589","49.9","49.9","49.9"
"599720","50.3","50.3","50.3"
"599955","54.8","54.8","54.8"
"600138","54.1","54.1","54.1"
"600309","49.9","49.9","49.9"
"600570","50.7","50.7","50.7"
"600707","41.3","41.3","41.3"
"601012","43.7","43.7","43.7"
"601119","37.5","37.5","37.5"
"601370","43.5","43.5","43.5"
"601567","42.1","42.1","42.1"
"601828","48.1","48.1","48.1"
"602055","43.6","43.6","43.6"
"602176","42.5","42.5","42.5"
"602503","49.4","49.4","49.4"
"602736","48.3","48.3","48.3"
"603003","52.9","52.9","52.9"
"603192","49.9","49.9","49.9"
"603493","59.3","59.3","59.3"
"603674","52.6","52.6","52.6"
"603877","54.1","54.1","54.1"
"604104","53.3","53.3","53.3"
"604253","51.1","51.1","51.1"
"604478","57","57","57"
"604665","50.7","50.7","50.7"
"604840","47.6","47.6","47.6"
"604975","42.3","42.3","42.3"
"605098","39.7","39.7","39.7"
"605297","33.2","33.2","33.2"
"605502","36.6","36.6","36.6"
"605611","32.1","32.1","32.1"
"605848","33.3","33.3","33.3"
"606115","35.2","35.2","35.2"
"606384","36.6","36.6","36.6"
"606607","40.2","40.2","40.2"
"606876","46.4","46.4","46.4"
"607089","52.7","52.7","52.7"
"607372","58.1","58.1","58.1"
"607583","58.4","58.4","58.4"
"607840","60.5","60.5","60.5"
"608039","65.4","65.4","65.4"
"608240","60.9","60.9","60.9"
"608569","72.1","72.1","72.1"
"608858","69.7","69.7","69.7"
"609019","65.6","65.6","65.6"
"609174","57","57","57"
"609371","53.5","53.5","53.5"
"609626","53.2","53.2","53.2"
"609877","57.3","57.3","57.3"
"610066","51.6","51.6","51.6"
"610187","46.8","46.8","46.8"
"610486","51.7","51.7","51.7"
"610745","44.6","44.6","44.6"
"611170","47.2","47.2","47.2"
"611379","51.2","51.2","51.2"
"611634","55.2","55.2","55.2"
"612009","60.4","60.4","60.4"
"612290","57.8","57.8","57.8"
"612419","51","51","51"
"612698","56.7","56.7","56.7"
"612943","62","62","62"
"613124","58.8","58.8","58.8"
"613421","60.8","60.8","60.8"
"613708","57.2","57.2","57.2"
"613961","58.5","58.5","58.5"
"614288","61.8","61.8","61.8"
"614497","59.9","59.9","59.9"
"614636","57.9","57.9","57.9"
"614747","57.6","57.6","57.6"
"614860","49.9","49.9","49.9"
"615213","52.8","52.8","52.8"
"615418","54","54","54"
"615605","47.3","47.3","47.3"
"615708","43.2","43.2","43.2"
"615851","36.8","36.8","36.8"
"616132","37.9","37.9","37.9"
"616397","38.1","38.1","38.1"
"616604","42.6","42.6","42.6"
"617031","50.1","50.1","50.1"
"617336","52.3","52.3","52.3"
"617499","45.4","45.4","45.4"
"617826","47.1","47.1","47.1"
"618263","51.9","51.9","51.9"
"618452","52.3","52.3","52.3"
"618717","59.9","59.9","59.9"
"618954","56.9","56.9","56.9"
"619059","50.5","50.5","50.5"
"619290","54.1","54.1","54.1"
"619619","56.4","56.4","56.4"
"619752","55.1","55.1","55.1"
"620003","59.2","59.2","59.2"
"620210","56.3","56.3","56.3"
"620401","53.8","53.8","53.8"
"620638","58.6","58.6","58.6"
"620885","58.1","58.1","58.1"
"621088","57.3","57.3","57.3"
"621431","64.7","64.7","64.7"
"621668","60.2","60.2","60.2"
"621873","56.6","56.6","56.6"
"622078","58.6","58.6","58.6"
"622267","55.8","55.8","55.8"
"622518","57.4","57.4","57.4"
"622719","54.2","54.2","54.2"
"622938","54.1","54.1","54.1"
"623101","48.3","48.3","48.3"
"623370","52.5","52.5","52.5"
"623689","52.2","52.2","52.2"
"623886","50.5","50.5","50.5"
"624451","50.4","50.4","50.4"
"624620","47.7","47.7","47.7"
"624741","45.1","45.1","45.1"
"624970","42.5","42.5","42.5"
"625157","45.7","45.7","45.7"
"625374","43.9","43.9","43.9"
"625617","49.2","49.2","49.2"
"626132","46","46","46"
"626387","44.8","44.8","44.8"
"626588","46.9","46.9","46.9"
"626753","41.7","41.7","41.7"
"627002","46.8","46.8","46.8"
"627265","55.1","55.1","55.1"
"627600","57.1","57.1","57.1"
"627943","61.4","61.4","61.4"
"628152","61.2","61.2","61.2"
"628439","62","62","62"
"628588","57.5","57.5","57.5"
"628795","56.7","56.7","56.7"
"629024","58.1","58.1","58.1"
"629265","64.9","64.9","64.9"
"629584","68.4","68.4","68.4"
"629853","69.3","69.3","69.3"
"630186","66.3","66.3","66.3"
"630419","65.9","65.9","65.9"
"630662","70.2","70.2","70.2"
"630893","65.3","65.3","65.3"
"631098","70.3","70.3","70.3"
"631291","67.2","67.2","67.2"
"631522","64.6","64.6","64.6"
"631827","63.3","63.3","63.3"
"632020","55.4","55.4","55.4"
"632249","53","53","53"
"632452","56.7","56.7","56.7"
"632693","54.5","54.5","54.5"
"632936","54.8","54.8","54.8"
"633149","56.1","56.1","56.1"
"633376","56.6","56.6","56.6"
"633877","57.9","57.9","57.9"
"634090","59.9","59.9","59.9"
"634357","61.3","61.3","61.3"
"634602","66.4","66.4","66.4"
"634755","60.3","60.3","60.3"
"635034","63.2","63.2","63.2"
"635295","63.1","63.1","63.1"
"635526","60.3","60.3","60.3"
"635639","56.4","56.4","56.4"
"635866","54.2","54.2","54.2"
"636053","54","54","54"
"636242","51.3","51.3","51.3"
"636447","45.2","45.2","45.2"
"636638","40.7","40.7","40.7"
"636929","44.3","44.3","44.3"
"637344","37.8","37.8","37.8"
"637547","37.4","37.4","37.4"
"637788","37.2","37.2","37.2"
"638055","45.8","45.8","45.8"
"638298","46.6","46.6","46.6"
"638577","52.5","52.5","52.5"
"638734","51","51","51"
"638969","56.2","56.2","56.2"
"639228","61.4","61.4","61.4"
"639399","58.2","58.2","58.2"
"639596","58.1","58.1","58.1"
"639913","61.1","61.1","61.1"
"640070","56.9","56.9","56.9"
"640307","54","54","54"
"640528","52.9","52.9","52.9"
"640757","50.5","50.5","50.5"
"641138","57","57","57"
"641395","55","55","55"
"641648","56.5","56.5","56.5"
"641867","58.2","58.2","58.2"
"642474","62.8","62.8","62.8"
"642719","63.8","63.8","63.8"
"642942","67.6","67.6","67.6"
"643213","69.4","69.4","69.4"
"643500","73.3","73.3","73.3"
"643723","72.3","72.3","72.3"
"644082","72.8","72.8","72.8"
"644211","68.1","68.1","68.1"
"644334","60.4","60.4","60.4"
"644559","61","61","61"
"644812","62.8","62.8","62.8"
"645015","55.2","55.2","55.2"
"645248","55.7","55.7","55.7"
"645461","53.4","53.4","53.4"
"645636","47.2","47.2","47.2"
"645757","41.7","41.7","41.7"
"645946","37.3","37.3","37.3"
"646081","37.5","37.5","37.5"
"646326","44.3","44.3","44.3"
"646553","48.3","48.3","48.3"
"646770","42.2","42.2","42.2"
"647043","46.6","46.6","46.6"
"647322","48.3","48.3","48.3"
"647429","42.9","42.9","42.9"
"647988","43.1","43.1","43.1"
"648169","45.2","45.2","45.2"
"648422","47.2","47.2","47.2"
"648867","51.9","51.9","51.9"
"649114","48.1","48.1","48.1"
"649399","46.8","46.8","46.8"
"649698","52.6","52.6","52.6"
"649885","49.7","49.7","49.7"
"650108","46.5","46.5","46.5"
"650399","54.6","54.6","54.6"
"650608","59.1","59.1","59.1"
"650825","62.8","62.8","62.8"
"650952","57.6","57.6","57.6"
"651191","59.1","59.1","59.1"
"651448","62.3","62.3","62.3"
"651767","63.1","63.1","63.1"
"652134","59.9","59.9","59.9"
"652363","61.2","61.2","61.2"
"652690","66","66","66"
"652955","64.9","64.9","64.9"
"653124","59.9","59.9","59.9"
"653319","56.6","56.6","56.6"
"653680","62.6","62.6","62.6"
"653811","55.8","55.8","55.8"
"654054","54.4","54.4","54.4"
"654347","50","50","50"
"654654","48.4","48.4","48.4"
"654905","49","49","49"
"655172","43.3","43.3","43.3"
"655421","42.9","42.9","42.9"
"655680","49.4","49.4","49.4"
"655919","54.6","54.6","54.6"
"656132","51.8","51.8","51.8"
"656403","59.8","59.8","59.8"
"656580","58.4","58.4","58.4"
"656825","64","64","64"
"657112","69.9","69.9","69.9"
"657289","66.3","66.3","66.3"
"657740","72.2","72.2","72.2"
"657907","67.7","67.7","67.7"
"658152","64.7","64.7","64.7"
"658349","60.9","60.9","60.9"
"658548","59.3","59.3","59.3"
"658811","57.8","57.8","57.8"
"659230","61.4","61.4","61.4"
"659439","58.8","58.8","58.8"
"659772","57.8","57.8","57.8"
"659995","59.9","59.9","59.9"
"660130","52.2","52.2","52.2"
"660419","53.8","53.8","53.8"
"660718","57.6","57.6","57.6"
"661123","61.7","61.7","61.7"
"661442","66.6","66.6","66.6"
"661659","65","65","65"
"661900","64.2","64.2","64.2"
"662119","64.6","64.6","64.6"
"662366","61.7","61.7","61.7"
"662571","63.2","63.2","63.2"
"662688","62.7","62.7","62.7"
"662965","69.2","69.2","69.2"
"663100","61.3","61.3","61.3"
"663257","53.7","53.7","53.7"
"663482","54.2","54.2","54.2"
"664027","56","56","56"
"664230","50.3","50.3","50.3"
"664509","50.9","50.9","50.9"
"664776","53.2","53.2","53.2"
"664939","49.4","49.4","49.4"
"665156","54.5","54.5","54.5"
"665285","44.7","44.7","44.7"
"665782","44.7","44.7","44.7"
"666011","47.5","47.5","47.5"
"666180","41.7","41.7","41.7"
"666359","37.3","37.3","37.3"
"666616","42.6","42.6","42.6"
"666869","45","45","45"
"667102","44","44","44"
"667341","47.6","47.6","47.6"
"667596","47.7","47.7","47.7"
"667777","51.1","51.1","51.1"
"668066","58","58","58"
"668333","59.6","59.6","59.6"
"668700","64","64","64"
"668959","70.4","70.4","70.4"
"669128","64.9","64.9","64.9"
"669363","60.4","60.4","60.4"
"669554","56.3","56.3","56.3"
"669777","58.6","58.6","58.6"
"670032","57.6","57.6","57.6"
"670199","54.9","54.9","54.9"
"670426","49.5","49.5","49.5"
"670747","50.8","50.8","50.8"
"670930","47.1","47.1","47.1"
"671075","38.6","38.6","38.6"
"671250","38.3","38.3","38.3"
"671435","35.8","35.8","35.8"
"671632","34.7","34.7","34.7"
"671749","27.7","27.7","27.7"
"671866","23.3","23.3","23.3"
"672401","30.5","30.5","30.5"
"672742","31","31","31"
"672861","24.5","24.5","24.5"
"673042","24.6","24.6","24.6"
"673261","27.1","27.1","27.1"
"673472","31.9","31.9","31.9"
"673789","35.8","35.8","35.8"
"674020","38.3","38.3","38.3"
"674271","46.3","46.3","46.3"
"674514","54.2","54.2","54.2"
"674803","53.1","53.1","53.1"
"675056","59.8","59.8","59.8"
"675229","61.2","61.2","61.2"
"675544","66.3","66.3","66.3"
"675747","68.6","68.6","68.6"
"675986","67","67","67"
"676229","69.1","69.1","69.1"
"676452","68.9","68.9","68.9"
"676709","67.7","67.7","67.7"
"676908","61.4","61.4","61.4"
"677035","54.7","54.7","54.7"
"677246","51.6","51.6","51.6"
"677473","56.9","56.9","56.9"
"677690","52.4","52.4","52.4"
"678191","54.2","54.2","54.2"
"678424","56.2","56.2","56.2"
"678719","55.8","55.8","55.8"
"679178","58.5","58.5","58.5"
"679387","57.3","57.3","57.3"
"679646","62.5","62.5","62.5"
"679909","70.4","70.4","70.4"
"680088","68.1","68.1","68.1"
"680265","63.7","63.7","63.7"
"680500","67","67","67"
"680789","66.7","66.7","66.7"
"681038","65.5","65.5","65.5"
"681665","63.5","63.5","63.5"
"682008","58.4","58.4","58.4"
"682273","58.7","58.7","58.7"
"683036","54.5","54.5","54.5"
"683423","47","47","47"
"683640","45.9","45.9","45.9"
"683877","49.1","49.1","49.1"
"684172","51.2","51.2","51.2"
"684353","45.5","45.5","45.5"
"684540","42.3","42.3","42.3"
"684739","37.3","37.3","37.3"
"684956","41.1","41.1","41.1"
"685721","37.9","37.9","37.9"
"685910","39.7","39.7","39.7"
"686045","39.2","39.2","39.2"
"686288","45.4","45.4","45.4"
"686601","47.2","47.2","47.2"
"686842","43.8","43.8","43.8"
"687079","51.8","51.8","51.8"
"687204","50.8","50.8","50.8"
"687481","57.4","57.4","57.4"
"687698","59.1","59.1","59.1"
"687979","65.1","65.1","65.1"
"688162","62.2","62.2","62.2"
"688391","65.5","65.5","65.5"
"688624","63.1","63.1","63.1"
"688861","62.9","62.9","62.9"
"689202","63.1","63.1","63.1"
"689403","56.4","56.4","56.4"
"689722","67.2","67.2","67.2"
"689833","59.8","59.8","59.8"
"690066","57.1","57.1","57.1"
"690273","51","51","51"
"690412","50.3","50.3","50.3"
"690541","47.4","47.4","47.4"
"690798","45.3","45.3","45.3"
"690987","41.4","41.4","41.4"
"691202","42.5","42.5","42.5"
"691411","46","46","46"
"691620","38.2","38.2","38.2"
"691835","46","46","46"
"692010","44.8","44.8","44.8"
"692261","51.8","51.8","51.8"
"692488","57.6","57.6","57.6"
"692729","64.9","64.9","64.9"
"692944","62.8","62.8","62.8"
"693177","65.6","65.6","65.6"
"693444","68.8","68.8","68.8"
"693771","63.6","63.6","63.6"
"694026","65.4","65.4","65.4"
"694239","64.1","64.1","64.1"
"694926","68","68","68"
"695185","65.1","65.1","65.1"
"695382","60.7","60.7","60.7"
"695623","60","60","60"
"695846","62.1","62.1","62.1"
"696003","57.5","57.5","57.5"
"696142","48.8","48.8","48.8"
"696545","57.9","57.9","57.9"
"696836","60.5","60.5","60.5"
"697053","56.7","56.7","56.7"
"697224","51.1","51.1","51.1"
"697455","49.5","49.5","49.5"
"697670","50.7","50.7","50.7"
"697901","50.6","50.6","50.6"
"698148","53","53","53"
"698393","58","58","58"
"698642","67.3","67.3","67.3"
"698833","62.3","62.3","62.3"
"699060","59.3","59.3","59.3"
"699223","57.8","57.8","57.8"
"699410","58.9","58.9","58.9"
"699669","59.3","59.3","59.3"
"699952","63.3","63.3","63.3"
"700119","56.6","56.6","56.6"
"700348","52.3","52.3","52.3"
"700565","52.4","52.4","52.4"
"700790","47.8","47.8","47.8"
"701045","50.9","50.9","50.9"
"701214","46.3","46.3","46.3"
"701449","51.3","51.3","51.3"
"702000","57.8","57.8","57.8"
"702499","58.4","58.4","58.4"
"702768","58.5","58.5","58.5"
"703161","60.8","60.8","60.8"
"703464","62.7","62.7","62.7"
"703721","64.1","64.1","64.1"
"703966","65.7","65.7","65.7"
"704183","64.9","64.9","64.9"
"704476","70.5","70.5","70.5"
"704717","70.4","70.4","70.4"
"705002","68","68","68"
"705201","65.8","65.8","65.8"
"705506","63.5","63.5","63.5"
"705825","64.5","64.5","64.5"
"706116","64.3","64.3","64.3"
"706353","62.3","62.3","62.3"
"706620","60.6","60.6","60.6"
"706885","61","61","61"
"707138","64.3","64.3","64.3"
"707485","63.3","63.3","63.3"
"707652","58.9","58.9","58.9"
"707873","60","60","60"
"708116","63.1","63.1","63.1"
"708307","62.2","62.2","62.2"
"708546","64.2","64.2","64.2"
"708783","60.8","60.8","60.8"
"708974","57.9","57.9","57.9"
"709295","59.7","59.7","59.7"
"709510","55.6","55.6","55.6"
"709825","54.6","54.6","54.6"
"710082","58.6","58.6","58.6"
"710295","57","57","57"
"710478","49.8","49.8","49.8"
"710635","48.1","48.1","48.1"
"710986","48.9","48.9","48.9"
"711235","51.4","51.4","51.4"
"711558","53.8","53.8","53.8"
"711803","49.8","49.8","49.8"
"712018","47.5","47.5","47.5"
"712127","43.4","43.4","43.4"
"712384","47.7","47.7","47.7"
"712695","52.1","52.1","52.1"
"712824","51.2","51.2","51.2"
"713081","58.1","58.1","58.1"
"713214","51.2","51.2","51.2"
"713341","46.8","46.8","46.8"
"713490","42.8","42.8","42.8"
"713803","44.8","44.8","44.8"
"713970","44.6","44.6","44.6"
"714067","44.3","44.3","44.3"
"714254","35.1","35.1","35.1"
"714705","27.8","27.8","27.8"
"714926","33.8","33.8","33.8"
"715141","30.7","30.7","30.7"
"715692","31.8","31.8","31.8"
"715937","40.7","40.7","40.7"
"716212","45.4","45.4","45.4"
"716419","40.6","40.6","40.6"
"716662","46.5","46.5","46.5"
"716921","50.6","50.6","50.6"
"717208","56.1","56.1","56.1"
"717423","61.8","61.8","61.8"
"717670","62.5","62.5","62.5"
"717935","65.8","65.8","65.8"
"718028","63.8","63.8","63.8"
"718227","60.2","60.2","60.2"
"718446","61.7","61.7","61.7"
"718633","63.3","63.3","63.3"
"718888","61.9","61.9","61.9"
"719135","65.2","65.2","65.2"
"719376","64.9","64.9","64.9"
"719619","64.2","64.2","64.2"
"719900","64.4","64.4","64.4"
"720103","58.9","58.9","58.9"
"720464","68.8","68.8","68.8"
"720723","69","69","69"
"720890","63.3","63.3","63.3"
"721003","59.9","59.9","59.9"
"721160","54.6","54.6","54.6"
"721399","53.5","53.5","53.5"
"721642","50.9","50.9","50.9"
"721801","45.6","45.6","45.6"
"722084","45.4","45.4","45.4"
"722361","46.9","46.9","46.9"
"722572","44","44","44"
"722801","46.1","46.1","46.1"
"723050","50","50","50"
"723283","56.3","56.3","56.3"
"723704","62.9","62.9","62.9"
"724015","66.8","66.8","66.8"
"724224","65","65","65"
"725055","72.2","72.2","72.2"
"725408","73.6","73.6","73.6"
"725865","77.3","77.3","77.3"
"726124","73.7","73.7","73.7"
"726341","70.9","70.9","70.9"
"726796","77.7","77.7","77.7"
"726997","76.5","76.5","76.5"
"727194","72.8","72.8","72.8"
"727405","67.7","67.7","67.7"
"727598","67.4","67.4","67.4"
"727881","68.2","68.2","68.2"
"728052","61.6","61.6","61.6"
"728279","60.6","60.6","60.6"
"728442","59.1","59.1","59.1"
"728731","59.7","59.7","59.7"
"728946","51.5","51.5","51.5"
"729183","53.6","53.6","53.6"
"729456","52.4","52.4","52.4"
"729679","53.3","53.3","53.3"
"729924","59.7","59.7","59.7"
"730239","56","56","56"
"730444","59.2","59.2","59.2"
"730651","58.6","58.6","58.6"
"730956","65.1","65.1","65.1"
"731251","67.1","67.1","67.1"
"731398","64.2","64.2","64.2"
"731625","59.9","59.9","59.9"
"731966","63.5","63.5","63.5"
"732085","58.1","58.1","58.1"
"732258","51.7","51.7","51.7"
"732445","49.9","49.9","49.9"
"732778","54.1","54.1","54.1"
"733037","57.8","57.8","57.8"
"733278","58.2","58.2","58.2"
"733505","52.9","52.9","52.9"
"733680","54","54","54"
"733941","57.3","57.3","57.3"
"734048","50.5","50.5","50.5"
"734295","57.1","57.1","57.1"
"734514","61.1","61.1","61.1"
"734825","63.3","63.3","63.3"
"735022","58.5","58.5","58.5"
"735245","54.9","54.9","54.9"
"735446","48.9","48.9","48.9"
"735683","53.9","53.9","53.9"
"735874","53.8","53.8","53.8"
"736089","54.3","54.3","54.3"
"736422","61","61","61"
"736805","62.5","62.5","62.5"
"737060","63.8","63.8","63.8"
"737299","63.9","63.9","63.9"
"737560","67","67","67"
"737799","67.6","67.6","67.6"
"738182","72.2","72.2","72.2"
"738399","70.4","70.4","70.4"
"738612","73.9","73.9","73.9"
"738793","70.1","70.1","70.1"
"738962","65.6","65.6","65.6"
"739171","63.7","63.7","63.7"
"739284","56.5","56.5","56.5"
"739547","56.8","56.8","56.8"
"739752","54.4","54.4","54.4"
"739945","50.9","50.9","50.9"
"740192","50.4","50.4","50.4"
"740377","45.9","45.9","45.9"
"740594","45.3","45.3","45.3"
"740875","45.7","45.7","45.7"
"741138","49.2","49.2","49.2"
"741393","49.2","49.2","49.2"
"741554","49.8","49.8","49.8"
"741957","52.7","52.7","52.7"
"742112","48.7","48.7","48.7"
"742311","47.4","47.4","47.4"
"742454","41.2","41.2","41.2"
"742779","47.9","47.9","47.9"
"743032","53.6","53.6","53.6"
"743179","50.8","50.8","50.8"
"743414","50.6","50.6","50.6"
"743637","48.5","48.5","48.5"
"743858","52.9","52.9","52.9"
"744121","52.6","52.6","52.6"
"744354","57.1","57.1","57.1"
"744591","62.2","62.2","62.2"
"744890","68.3","68.3","68.3"
"745143","65.8","65.8","65.8"
"745334","59.5","59.5","59.5"
"745563","59.6","59.6","59.6"
"745792","61.4","61.4","61.4"
"746079","65.3","65.3","65.3"
"746234","61","61","61"
"746481","60.2","60.2","60.2"
"746744","61.3","61.3","61.3"
"746983","60.4","60.4","60.4"
"747216","58.8","58.8","58.8"
"747335","53.9","53.9","53.9"
"748110","50.6","50.6","50.6"
"748263","50.7","50.7","50.7"
"748518","45","45","45"
"748737","43.3","43.3","43.3"
"749000","48.6","48.6","48.6"
"749165","42.3","42.3","42.3"
"749362","39.4","39.4","39.4"
"749719","41","41","41"
"749970","40.5","40.5","40.5"
"750165","42.1","42.1","42.1"
"750368","45.8","45.8","45.8"
"750511","45.7","45.7","45.7"
"750766","50.6","50.6","50.6"
"750941","44.7","44.7","44.7"
"751142","43.2","43.2","43.2"
"751395","47.1","47.1","47.1"
"751612","48","48","48"
"751863","46.6","46.6","46.6"
"752126","49.7","49.7","49.7"
"752325","50.9","50.9","50.9"
"752696","52.8","52.8","52.8"
"752939","58.2","58.2","58.2"
"753176","57.3","57.3","57.3"
"753389","59.9","59.9","59.9"
"753608","60.9","60.9","60.9"
"753921","62.9","62.9","62.9"
"754154","64","64","64"
"754379","64.4","64.4","64.4"
"754618","64.9","64.9","64.9"
"754827","66.6","66.6","66.6"
"755066","67.2","67.2","67.2"
"755317","72.1","72.1","72.1"
"755430","66.3","66.3","66.3"
"755671","67.7","67.7","67.7"
"755892","68.9","68.9","68.9"
"756131","69.8","69.8","69.8"
"756378","70.9","70.9","70.9"
"756591","67.3","67.3","67.3"
"756772","61.5","61.5","61.5"
"757017","62.5","62.5","62.5"
"757200","57.6","57.6","57.6"
"757483","48.7","48.7","48.7"
"757648","50.5","50.5","50.5"
"757911","53.4","53.4","53.4"
"758470","54.6","54.6","54.6"
"758797","58.5","58.5","58.5"
"759068","58","58","58"
"759295","61.5","61.5","61.5"
"759564","71.2","71.2","71.2"
"759719","65.8","65.8","65.8"
"759964","72.2","72.2","72.2"
"760159","71.9","71.9","71.9"
"760432","79.4","79.4","79.4"
"760621","76.3","76.3","76.3"
"760874","76.5","76.5","76.5"
"761117","70.5","70.5","70.5"
"761352","69.4","69.4","69.4"
"761557","65.8","65.8","65.8"
"761782","58.6","58.6","58.6"
"761957","60.4","60.4","60.4"
"762200","57.7","57.7","57.7"
"762329","56","56","56"
"762552","51.4","51.4","51.4"
"762797","52.8","52.8","52.8"
"763020","50.2","50.2","50.2"
"763271","52.7","52.7","52.7"
"763466","52.5","52.5","52.5"
"763735","56.2","56.2","56.2"
"763972","60.2","60.2","60.2"
"764297","64.5","64.5","64.5"
"764506","64","64","64"
"764815","71.3","71.3","71.3"
"765026","69","69","69"
"765261","70.7","70.7","70.7"
"765466","69.4","69.4","69.4"
"765909","67.5","67.5","67.5"
"766226","67.3","67.3","67.3"
"766445","66.5","66.5","66.5"
"766628","61.1","61.1","61.1"
"766849","58.4","58.4","58.4"
"766962","53","53","53"
"767209","54.6","54.6","54.6"
"767456","60.6","60.6","60.6"
"767693","59.1","59.1","59.1"
"767876","58.8","58.8","58.8"
"768141","59.3","59.3","59.3"
"768386","60.9","60.9","60.9"
"768613","62.4","62.4","62.4"
"768830","62.2","62.2","62.2"
"769129","60.2","60.2","60.2"
"769366","65.9","65.9","65.9"
"769587","61.7","61.7","61.7"
"769834","61.9","61.9","61.9"
"770087","64.5","64.5","64.5"
"770432","68.7","68.7","68.7"
"770887","68.5","68.5","68.5"
"771052","63","63","63"
"771255","60.3","60.3","60.3"
"771412","58.3","58.3","58.3"
